organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Total
Fjb8CId2BV7,Mulele Dispensary,16032,ON BUKUGA- MAGADA ROAD,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,3,,,2,,5
eqFz38zb73f,Mulot Health Centre,17740,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,6,,,23,,,,,,,,29
zAwIaYwS2Zk,Mulot Health Centre (Bomet),18519,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,1,,,1,2
xWpiITvlGmC,Mulutu Mission Dispensary,12569,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,4,4
KWE4k0FdpyQ,Mulwanda Health Centre,16033,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,1,4,,,,,,,5
OPzOQszRnJx,Mumbule Dispensary,16034,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,6,,,,6
SLTa8EsuOkb,Mumbuni Health Centre (Makueni),12571,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,,,,,,,,,,1,2
Sl09BVeTcZl,Mundoli Health Centre,16040,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,1,,,,,,,,1
z9yLNTDPHpU,Munoywa Dispensary,16044,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,8,8
Tf9HS4ZXH3Z,Mur Malanga Dispensary,17523,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,,,,,9,,,,,,,14
A19e0CHhTj3,Murang'a County Referal Hospital,10777,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8,12,,7,27,22,8,9,4,10,17,,124
cYsHeMRPZ1M,Muriranjas Sub-District Hospital,10782,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,11,,,11
BfAvaT2Tg7P,Murkwijit Dispensary,20055,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,,,,16,,6,9,9,17,,,58
GsdR4nzQbYe,Murudef Dispensary,16048,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,1,,,1
JPl6BiRGUjp,Murungaru Health Centre,10786,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,3,3
HLBR8Fm8NHq,Musembe Dispensary,16865,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,6,4,,,,,10
cFRuOTWF3ur,Musembe Dispensary (Lugari),16051,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,1,,2,1,,,,4
YRMeKjNXBab,Mutara Dispensary,15261,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,2,,,,,,,,2
SuUvBXuwKzr,Mutha Health Centre,12586,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,29,,,,,,,,,29
Ve2zZoZ9dvj,Muthale Mission Hospital,12587,off Kitui-Kabati-Mwingi road North East of Tulia town,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,8,1,2,5,5,6,2,1,30
ELHafKamFIR,Muthara Sub-District Hospital,12591,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,1,,1
SwK1FoPGIDl,Muthegera Dispensary,15263,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,1,,,1
kv6VZcAEqRF,Mutithi Health Centre,10798,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,7,,,,1,,,,,,8
DwPhw6gtPgG,Mutitu Sub County Hospital,12601,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,,1,1,,2,7,4,1,1,2,2,23
exexghdqEkv,Mutomo Sub county Hospital,12603,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,1,,,,,,,3,4
UtipAc6rtV6,Mutuini Sub-District Hospital,13105,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,2,,7,,,,,,,,,9
faEkuP9l1mp,Mutyambua Sub County Hospital,12610,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,2,,,,2
OjbVkzap0Nz,Muumandu Health Center,12612,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,2,,,,,,,,2
i091Ei10XBM,Muyeye Health Centre (Municipal),11677,Old Municipal Clinic,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,3,7,12,8,7,,4,11,7,,15,79
RhP9ywU9c7a,Mwaluphamba Dispensary,11684,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,2,,,,,,,2
AR8hK8NvYFa,Mwanguda Dispensary,20335,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,22,,,22
fcY1fkS6bL1,Mwatate Sub-County Hospital,11695,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,3,,,,,,,,,3
AUcB2mEIdjG,Mwea Drop In Centre,18833,dealing with Key populations,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,19,25,41,46,,43,56,,67,297
lna5hD9un4O,Mwea Mission (Our Lady of Lourdes) Hospital,10808,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,,,,,,,,,4,4,13,25
cfROZdjYJFC,Mweiga Health Centre,10809,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,28,3,,2,,,,3,36
R9fTJQSUjAc,Mwer Dispensary,16788,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,5,1,2,,1,,2,,1,2,14
ClVMQmETF4u,Mwingi Level IV Hospital,12626,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,9,,,7,,16
qWhq6ucH0t0,Naari Health Centre,12631,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,3,,,2,,,,,5
uj2UMJenimd,Nabongo Dispensary,16059,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,16,10,,,,,,,,,26
DfoyCNu7TiG,Naikara Health Centre,15276,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,3,,4,,,,,,,,,7
vA54UoSW4FT,Nairobi Deaf (Liverpool),13108,Dispensary,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9,,4,,,4,3,9,13,5,7,,54
BtD2riFtR1r,Nairobi Remand Prison Health Centre,13161,Dispensary,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,,,,,,1,,,7,,9
A7oMr08DhJB,Nairobi South Clinic,13113,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,3,,,,2,,,,5
aehWJKyrJBo,Nairobi West Men's Prison Dispensary,13116,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,2,,,,,,2
xxTgb27c53F,Nairobi Women Hospital Ongata Rongai,18195,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,4,,,,4
YUW5s1vzY9q,Nairobi Women's Hospital (Kitengela),21283,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,1,,1
KcJIaC2H95Q,Nairobi Women's Hospital - Nakuru (Hyrax),20061,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,1,1,2,3,2,,,9
At4nBTRsagY,Nairobi Womens Hospital Adams,16795,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,,,,,,24,,12,12,12,,64
fuHWUdVeIZl,Naisoya Dispensary,15279,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,,,,,,,,,,,,1
FhqUs6aRJoX,Naitiri Sub County Hospital,16061,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12,,,7,1,10,11,5,3,2,,,51
m6ITwjXu5J5,Naivasha (AIC) Medical Centre,15282,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,1,2,,,,,,,,3
RU2jRqYCp2E,Naivasha District Hospital,15280,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,1,,,,,,,,,,1
YfliZs1k0Q8,Nakuru War Memorial Hospital,15289,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,7,,,,,,,,,,7
tlcvZ4jzPwM,Nakuru West (PCEA) Health Centre,15290,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,1,,1,,,,2
Gs3YhBmcHwO,Nalondo Health Centre (Model),17117,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10,6,6,7,4,5,,2,,,,3,43
bm0xjIsElOx,Namagara Dispensary,16064,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,4,,10,,3,,6,,23
z6NaFzIMBFT,Namasoli Health Centre,16065,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,6,1,,3,2,,,12
wwBB7XKIgr8,Nambale Sub County Hospital,16066,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,,5,2,4,,6,,5,8,,,32
G8avY4Gzra8,Namboboto Dispensary,16067,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,,,,,,,,4,,,5
vpcUN6fhhfX,Nambuku Model Health Centre,16068,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,3,2,,,,,,,3,,,8
Nq0dWw681Qs,Namelok Health Centre,15296,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,3,,,,,3,,1,1,,8
ucpxRXJhTuE,Nandi Hills County Hospital,14179,In Nandi Hills town,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,14,,,,,10,,,,,,24
EGS0saGNDoS,Nangina Dispensary,16072,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,3,,4,10,,,,,,,17
HHg9KLFF9cu,Nanyuki Cottage Hospital,15304,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,3,,,,,,,,1,4
wZYYhq8qsZ0,Nanyuki District Hospital,15305,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,13,13
gz6H3xfyKgn,Naromoru Health Centre,10822,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,12,7,11,6,,,,3,39
t0urLsXfeXM,Narumoru Catholic Dispensary,16816,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,1,,,,,,,,1
HvI2Xv1NM4G,Nasianda Health Centre,16075,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,11,2,,4,1,,,,,,2,20
Vl9yeiqpaUd,Nasusi Dispensary,16076,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,5,,,,,,,5
ZhUKq5RvX0F,Natukobenyo Health Centre,22215,Refugee Camp,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,2,,,,,,2,,,,,4
MPbxqvaEWLa,Navakholo Sub County Hospital,16078,hospital,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,,,,,6,,,,,,5,12
NxtPmGX4kQD,Naya Health Centre,13837,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,4,3,6,5,3,4,,3,2,,,30
RG4eEDBQ8tm,Nazareth Hospital,10825,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6,6,,1,16,8,12,,32,,,10,91
GmnUAmcCmsV,Nazareth Hospital (Ruiru),17490,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,4,,,7,,,,,,11
YipErGJiLow,Ndalu Health Centre,16079,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,,4,1,,,4,5,,2,5,4,28
nltKVAqijoC,Ndanai Sub County Hospital,15322,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10,10,15,,27,,,5,,,9,7,83
uAmB8MLWUbq,Ndaragwa Health Centre,10829,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,18,13,5,7,,1,,9,53
ZqF7NG3gANx,Ndeiya Health Centre,10831,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,2,,3,,,,,,5
BTkvpaSEq55,Ndere Health Centre,13840,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,6,2,,,,,,,,,2,13
XYDcUKlknf5,Ndhiwa Sub County Hospital,13841,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,15,,13,5,12,13,4,,,,1,,63
PMaCD9epy9o,Ndhuru Dispensary,13842,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,2,5,4,2,3,3,4,3,6,3,3,38
gqskItE0Gka,Ndiru Level 4 Hospital,13843,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,6,4,3,,6,,,,,1,,24
JdqOvfWtH49,Ndiwa Dispensary,13844,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,,,,,,,,,,,1
QYhKgi9NMUr,Ndori Health Centre,13845,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,7,,3,9,3,3,1,,3,,29
h0a0zgZUPlq,Nduga Health Centre,19868,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,,,,,,,,,1,,,3
IlsLa3XVbDY,Ndunduni Dispensary,16922,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,,,,,,,,2,,,,3
VNthlMGjt7T,Nduru Kadero Health Centre,13848,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,5,,7,11,5,2,8,3,1,,4,46
hWr7kmALfeT,Neissuit Dispensary,15331,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,5,1,,6
kKYdOJ0uRod,New Mawingu Health Centre,10851,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,3,,,,,,,,,3
wY8b3t2QsEL,Ng'Iya Health Centre,13852,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,1,1,1,,2,1,6
B8Y8xuk4MFf,Ng'ong'a Dispensary,17052,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,4,8,4,,1,1,4,,,,,22
CDd0j0WKbeJ,Ngaira Rhodes Dispensary,13121,Dispensary,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7,,,,,,,,,,,,7
HUsIFF3CxlZ,Ngara Health Centre (City Council of Nairobi),13122,Health Centre,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,2,,10,18,,23,,24,22,10,109
pGJgEAZ6DkV,Ngegu Health Centre,13849,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,1,5,1,,,,7
x34xUVEFge4,Ngenda Health Centre,10864,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,,,5,,2,3,,,,1,,14
leXuCmyYwWX,Ngere Health Centre,13850,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,8,,3,,4,,3,,4,22
Leb942gNGeK,Ngeri Health Centre,17711,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,10,12,30,,,,52
YZyIlJ1KHHA,Ngeta Dispensary,20168,Dispensary,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,1,1
dsbD2Xdq2Zg,Ngewa Health Centre,10865,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,2,,,,,,4,,1,,3,10
cacMe5d5411,Ngito Health Centre,15348,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,80,,,,,,,80
XWycxNbm28F,Ngodhe Dispensary,13853,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,2,,5,1,,6,3,,,,1,18
peOeXgYmRoo,Ngong Road Dispensary,13123,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,,,,,,,,,,,,1
WzIfzN4cqMu,Ngong Sub-County Hospital,15351,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,20,,,,,8,11,12,16,21,,9,97
HIEF04AulGc,Ngorongo Health Centre,10872,Ministry of Health,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,3,1,,3,6,2,3,,1,19
mYCbfDe5PSK,Nguku Dispensary,13855,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,5,2,3,1,,,2,1,,,,17
O5xsvwvsy27,Nguluni Health Centre,12657,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,2,14,16
Hk4RzoagEQy,Nguni Health Centre,12658,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,20,2,3,7,3,2,3,2,1,4,4,4,55
zYj4CXp4xtS,Nguthuru Dispensary,10875,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,3,,,3
M3drLV2Qeob,Ngwata Health Centre,12663,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,13,2,2,7,2,,,39,15,3,,10,93
E4jVwDn9VtO,Nightingale Medical Centre,13856,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,3,5,7,4,5,,2,,2,3,5,37
DbOdUfzRcBN,Njabini Catholic Dispensary,17560,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,3,4,,,,,3,10
n4x5AUMslLY,Njenga Health Centre,28373,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,4,,,,,,,,,,,4
A1LHwsmDMUX,Njiru (EDARP) Clinic,17548,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12,8,4,6,2,4,4,4,6,4,3,6,63
qvpYnC3UQ7z,Njiru Health Centre,13126,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,18,19,9,14,36,,19,115
gLkdFvweeSd,Njukini Health Centre,11718,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,4,,4
ZI9lvyYBr5M,Nkararo Health Centre,15362,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,65,,,,,,65
gwbTbvxajf1,Nkareta Dispensary,15363,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,1,,1
gCRidS1x9ty,North Kinangop Catholic Hospital,10887,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,,,4,3,6,6,5,5,6,9,2,47
X1yVDlbUksD,North Star Alliance Clinic,17511,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,1,,3,6,10
atkeK7ODMj3,North Star Alliance VCT,18599,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,18,,,,,,,,,,,18
SezKPZmA70j,North-Lake Rocco Medical Centre,15489,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,4,,,,2,,2,,,,8
RIkWpTnkvwq,Noset Maisha House,26911,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,1,1,,,1,,,,4,7
qzp1rXyNKFL,Nthongoni Sub County Hospital,12676,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,5,,,5
xt2lltkTLza,Ntimaru Sub County Hospital,13858,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,2,5,6,,,,13
Imf8ZJofDZe,Ntulele Health Centre,15367,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,1,1
duh1uCn73Ys,Nuu Sub County Hospital,12681,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,2,,4,,3,,,3,,12
T4fYNeKF5gb,Nyabondo Mission Hospital,13864,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,,7,,3,,,,2,2,2,3,22
Fu2ibdRJ8on,Nyadenda Health Centre,13870,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,1,2,,,,,,,,3
nKDcsLqOt81,Nyadhi Dispensary,17535,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,4,2,1,,,,,7
HIEDhEPPVCE,Nyagoro Health Centre,13875,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,2,,,,,,,2
NETZipsOma4,Nyaguda Health Center,13877,upgraded to serve as Health Center,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,9,6,,2,,,,3,,4,3,31
jO55LWzNxCv,Nyahera Sub County Hospital,13880,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,11,,10,5,6,3,,,,6,41
dAPS3WNKy1K,Nyahururu District Hospital,10890,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,23,,21,33,,47,28,25,,177
ffLvCT7DuPc,Nyakach County Hospital,13921,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,,2,,5,,,,,1,,,13
J3865NY4ur6,Nyakongo health Centre,13884,Dispensary,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,5,,,1,5,11
Mh62QGkagBb,Nyakweri Dispensary,18420,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,4,,,4
uMzpY2vfUnF,Nyalenda Health Centre,13887,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,2,,,,,2
H2Cpb3vTyOe,Nyalgosi Dispensary,13889,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,2,,1,,,,,,,3
wUU4WZrUUgK,Nyalkinyi Health Centre,16986,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,3,,,,3
bSJkg11sPh7,Nyalunya Health Centre,13890,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,6,6,9,6,,,,4,1,1,,35
o8IOlvEXsMe,Nyamaiya Health Centre,13894,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,1,,,,,,8,,9
UMheUvXia9d,Nyamanga Dispensary (Nyatike),13896,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,,,2,,,,,,,,1,7
NDFVW6VFCnE,Nyamaraga Sub County Hospital,13897,Situated in Suba West division and its a GOK Facility,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6,10,,,,8,,,,,,,24
jYceYXy2rBf,Nyamarimba Sub County Hospital,13899,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,,,,,5,6,1,4,1,,,19
pJP2SYBe0bB,Nyamasare Dispensary,13900,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,,3,,,,,,,,,4
hCKwhDpkvbP,Nyambare Dispensary,19867,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,6,,,,,,,,6
q0HFYe46rHe,Nyambare Health Centre,13904,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,3,,,,,,,,,3
hKvUlAHlVJx,Nyamira County Refferal Hospital,13912,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,10,10
Fb6QnAUP1Gf,Nyamonye Mission Dispensary,13914,is a Catholic dispensary in Usigu Division,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,3,3
I6DBNeGDKjI,Nyamrisra Health Centre,13915,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,4,,1,,1,,,,,,,6
EKgRy3CAlod,Nyamusi Sub-County Hospital,13916,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,17,,,,,,,,17
mvhjOGeHZbK,Nyandago Koweru Dispensary,13919,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,1,,,,3,4
okma2mhy9sc,Nyandiwa Level IV Hospital,13920,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7,40,16,4,13,19,11,6,4,7,12,7,146
C3hcs594UwF,Nyang'oma Mission Health Centre,13929,In Nyangoma Division.,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,4,3,,4,1,4,9,1,2,2,,30
Fiw6j6VJOPf,Nyang'oma Sub County Hospital,13928,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,5,5,,6,4,13,23,56
