uid,mflcode,facility,level,ward,subcounty,county
HAXZM3YNUmN,17980,ACK Kanunga Dispensary,5,Ndumberi Ward,Kiambu Town Sub County,Kiambu County
YdE4pAMlyZw,17981,Jowama Medical Clinic,5,Riabai Ward,Kiambu Town Sub County,Kiambu County
rfvV4acbTH3,18233,Umoja VCT Centre Stand Alone,5,Umoja II Ward,Embakasi West Sub County,Nairobi County
BG7EmE2CdKQ,18569,Thaene Medical Clinic,5,Maua Ward,Igembe South Sub County,Meru County
wB4k3cXOgiH,17661,Mutethia Kiraone Nursing Home,5,Athiru Gaiti Ward,Igembe South Sub County,Meru County
gBISAr936Vw,18118,Malkich Dispensary,5,Endo Ward,Marakwet East Sub County,Elgeyo Marakwet County
Mt4mlEflmbl,18185,Kapterit Dispensary,5,Sengwer Ward,Marakwet West Sub County,Elgeyo Marakwet County
yuAIRDy4U3u,18465,St Clare Medical Clinic,5,Upper Savannah Ward,Embakasi East Sub County,Nairobi County
X40l6N4DWda,17705,Arosa Dispensary,5,Moyale Township Ward,Moyale Sub County,Marsabit County
VIZr6vkJjBo,17727,Meridian Medical Donholm Clinic,5,Upper Savannah Ward,Embakasi East Sub County,Nairobi County
wuXKFMlAyr7,18273,Buruburu Friends Clinic,5,Pipeline Ward,Embakasi South Sub County,Nairobi County
MzCL8JfJrqp,17725,Gertrude Komarock Clinic,5,Komarock Ward,Embakasi Central Sub County,Nairobi County
FK7kfDLQ6NI,17920,Kari Dispensary (Kiboko),5,Makindu Ward,Kibwezi West Sub County,Makueni County
MU0mGqk0o63,,Kaunguni Dispensary,5,Nguumo Ward,Kibwezi West Sub County,Makueni County
LzqUiCBe9Wt,17771,Karandini Medical Clinic,5,Magumoni Ward,Chuka Sub County,Tharaka Nithi County
vp0qwrZfnXZ,19179,Mercy Medical Clinic,5,Ntunene Ward,Igembe North Sub County,Meru County
Zc8XShcpRiy,,Closed_Duplicate_Pumwani Majengo Dispensary,5,Pumwani Ward,Kamukunji Sub County,Nairobi County
eqFz38zb73f,17740,Mulot Health Centre,5,Ilmotiook Ward,Narok West Sub County,Narok County
MEh9RhjHr40,13169,Ruai (EDARP) Clinic,5,Ruai Ward,Kasarani Sub County,Nairobi County
JQ7WYfSO3U8,19186,Nkirina Medical Clinic,5,Ntunene Ward,Igembe North Sub County,Meru County
AIYatK2Im6m,18220,Dandora Medical Centre,5,Dandora Area Iv Ward,Embakasi North Sub County,Nairobi County
cI1hGXgVJ6Z,18388,Divine Mercy Parish Dispensary,5,Kariobangi South Ward,Embakasi West Sub County,Nairobi County
d5sJ0lZqztK,17997,Dandora Health Services,5,Dandora Area II Ward,Embakasi North Sub County,Nairobi County
rmYigLrONTO,17995,Karomo Medical And Family Planning Clinic,5,Kariobangi North Ward,Embakasi North Sub County,Nairobi County
ecAbIZginiV,18387,Paradise Medical Centre (Dandora Area IV),5,Dandora Area III Ward,Embakasi North Sub County,Nairobi County
vABAcSfj7Zf,18001,Prudent Medical Clinic (Kariobangi),5,Mowlem Ward,Embakasi West Sub County,Nairobi County
WKj9oHwVbNQ,18389,Kamulu Medical Centre,5,Ruai Ward,Kasarani Sub County,Nairobi County
MNGePYDixlt,17998,Rays International Clinic (Kariobangi),5,Kariobangi South Ward,Embakasi West Sub County,Nairobi County
zw0tHOokW7n,19700,Pipeline (PCEA) Medical Clinic,5,Pipeline Ward,Embakasi South Sub County,Nairobi County
Lqmzx6zAmAT,23260,Kannex (PCEA) Medical Clinic,5,Bahati Ward,Nakuru North Sub County,Nakuru County
JxlFGGWkiK1,18170,El Kambere Nomadic Clinic,5,Hulugho Ward,Hulugho Sub County,Garissa County
b90bqQyk0kI,23025,Antubetwe Kiongo Integrated Clinic,5,Antubetwe Kiongo Ward,Igembe North Sub County,Meru County
Qy753ismWas,,Kencom VCT,5,Nairobi Central Ward,Starehe Sub County,Nairobi County
F7VXSx0v8xp,18134,Eunik Highway Medical Clinic,5,Wote Ward,Makueni Sub County,Makueni County
A05h9ICwmHK,18143,Ponya Medical Clinic,5,Kathonzweni Ward,Makueni Sub County,Makueni County
jaCs4CR5ZDN,18009,Algadir Medical Centre,5,Biashara Ward,Nakuru East Sub County,Nakuru County
lxvrGrCMlIy,18172,Life Water Ndege Mobile Clinic,5,Nakuru East Ward,Nakuru East Sub County,Nakuru County
NODoY5IIDVK,18438,Sunton CFW Medical Clinic,5,Kasarani Ward,Kasarani Sub County,Nairobi County
dJb4wCemtCW,17843,Gitaraka Dispensary,5,Mwea Ward,Mbeere South Sub County,Embu County
NhDM65waJfH,,St. Joseph The Worker Clinic,5,South Kabras Ward,Malava Sub County,Kakamega County
TET0sqT4ukK,17549,SA/AHF Kithituni Health Clinic,5,Kasikeu Ward,Kilome Sub County,Makueni County
Cj8xfpEoSUt,18144,Wote Medical Clinic,5,Wote Ward,Makueni Sub County,Makueni County
n22pJ2TMkOd,18136,Victoria Medical Centre,5,Wote Ward,Makueni Sub County,Makueni County
ULm3OYD3HGH,18138,Sunshine Family Health Medicare Centre,5,Wote Ward,Makueni Sub County,Makueni County
o6bbArmHzc2,23050,Nimoli Medical Services (Fedha),5,Kasarani Ward,Kasarani Sub County,Nairobi County
Leb942gNGeK,17711,Ngeri Dispensary,5,Kaksingiri West Ward,Suba South Sub County,Homa Bay County
JUML6lzisNI,18095,Matumbi Dispensary,5,Mwavumbo Ward,Kinango Sub County,Kwale County
aOVjR4sxcFF,18187,Mahandakini Dispensary,5,Chala Ward,Taveta Sub County,Taita Taveta County
FmnrkSqRdYI,20402,Support For Addiction Prevention & Treatment In Africa (SAPTA),5,Pangani Ward,Starehe Sub County,Nairobi County
YliVyAc25i0,,NYS Eng Clinic,5,Utalii Ward,Ruaraka Sub County,Nairobi County
hV3DHVI0Drc,,Hope Med C,5,Babandogo Ward,Ruaraka Sub County,Nairobi County
RP8vfOjq3gK,,Makwak Comm Clinic,5,Utalii Ward,Ruaraka Sub County,Nairobi County
PkluJozhxUq,20018,Milele Medical Clinic,5,Githurai Ward,Roysambu Sub County,Nairobi County
Tc8v3FlMk4Y,18176,Sex Workers Outreach Program (Kibra),5,Sarang'ombe Ward,Kibra Sub County,Nairobi County
J05GfbGgAb7,17837,Gituamba Community Dispensary,5,Gituamba Ward,Gatundu North Sub County,Kiambu County
e1KOPVoDIdM,18658,Mundoro Community Dispensary,5,Kiganjo Ward,Gatundu South Sub County,Kiambu County
NMuqr8UODii,,RoyalMed Medical  Centre,5,Ngenda Ward,Gatundu South Sub County,Kiambu County
W8wVbIzNUYa,19596,Dawa Jema Medical Clinic,5,Mang'u Ward,Gatundu North Sub County,Kiambu County
TiKbG7pXidD,,St Lukes Medical Clinic,5,Mang'u Ward,Gatundu North Sub County,Kiambu County
HMzfCV85snm,17748,St Mary Medical Clinic Gatundu,5,Mang'u Ward,Gatundu North Sub County,Kiambu County
sk18jkBk3vg,24808,Kemera Medical Clinic,5,Kamera Ward,Manga Sub County,Nyamira County
OtZ8gtdfEGc,18184,Ruiru Health Clinic,5,Biashara Ward,Ruiru Sub County,Kiambu County
CuLJic6mkSN,18183,Dr Sharma Medical Clinic,5,Biashara Ward,Ruiru Sub County,Kiambu County
SBE7gQveEGX,,Samaritan Community Health Medical Clinic,5,Gitothua Ward,Ruiru Sub County,Kiambu County
MeMuc4RvZVO,18181,Quality of Life Medical Clinic,5,Gitothua Ward,Ruiru Sub County,Kiambu County
e7i2S4cXOr5,18041,The Haven Medical Clinic,5,Biashara Ward,Ruiru Sub County,Kiambu County
PLvmKDS2lqz,18180,Blue Haven Medical Clinic,5,Kahawa Wendani Ward,Ruiru Sub County,Kiambu County
BEhwuNM8KZa,18129,Kimugu Dispensary,5,Chepseon Ward,Kipkelion East Sub County,Kericho County
d6AIsQkSqyc,18061,Neema Hospital (Ruiru),5,Kahawa/Sukari Ward,Ruiru Sub County,Kiambu County
NhONNwKukSb,18106,Mathigu Road Medical Clinic,5,Biashara Ward,Ruiru Sub County,Kiambu County
nkYi4OLjpPj,18105,Transcon Wendo Medical Services,5,Biashara Ward,Ruiru Sub County,Kiambu County
NyVTsJaSmXh,21953,Kimunyu Medical Clinic,5,Ngenda Ward,Gatundu South Sub County,Kiambu County
UMrfEbF3Jfb,18558,Kwihota Medical Clinic,5,Biashara Ward,Ruiru Sub County,Kiambu County
kGpfLcdpQlA,18234,Wendani Medical Services,5,Kahawa Wendani Ward,Ruiru Sub County,Kiambu County
Rc7MMPnZZtn,19308,Maisha House VCT (Noset),5,Ngara Ward,Starehe Sub County,Nairobi County
PJ1lFBkbcgO,,Npi -Shap,5,Nairobi Central Ward,Starehe Sub County,Nairobi County
nUGJQFATPaU,18542,St Francis of Assisi Dispensary,5,Biashara Ward,Ruiru Sub County,Kiambu County
Zhf0XdfPbGM,18200,Kalimoni Hospital,5,Biashara Ward,Ruiru Sub County,Kiambu County
dpEpDxooFzG,,Dr Opondo,5,Nairobi Central Ward,Starehe Sub County,Nairobi County
nrgNsmhEL9H,20067,Post Bank Staff Clinic,5,Nairobi Central Ward,Starehe Sub County,Nairobi County
Uma5NXphDL5,18051,Nyawango Dispensary,5,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County
OLfc8uVpZxH,18007,New Partners Initiative Scaling Up HIV and AID Prevention Program (NPI SHAP),5,Nairobi Central Ward,Starehe Sub County,Nairobi County
OeYIf1l9RgT,18177,Cedar Hospital -Eldoret,5,Huruma Ward,Turbo Sub County,Uasin Gishu County
mhLjHezhoVN,18178,AAR Eldoret,5,Kapsoya Ward,Ainabkoi Sub County,Uasin Gishu County
lLrj42y2LNq,19485,VIPS Health Services Limited,5,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County
Zas78zT2dsk,18182,Dr Ogaro Medical Clinic,5,Kapsoya Ward,Ainabkoi Sub County,Uasin Gishu County
i979WT12Mf5,19968,Githima Dispensary,5,Gatuanyaga Ward,Thika Town Sub County,Kiambu County
W3HB7ZZIVyT,,Sower Medical Clinic,5,Kamenu Ward,Thika Town Sub County,Kiambu County
Obc1725FZI2,17968,Thika Sasa Centre,5,Township Ward,Thika Town Sub County,Kiambu County
zIDmzcgPDbX,,St Phillip Medical Centre,5,Kalimoni Ward,Juja Sub County,Kiambu County
snOPNFSg0Wy,16758,Queen of Peace Clinic,5,Theta Ward,Juja Sub County,Kiambu County
ugEIP0qLx3w,17866,Tumaini Medical Clinic (Thika West),5,Kamenu Ward,Thika Town Sub County,Kiambu County
ymyXICc8qiI,,Mku Dispensary,5,Township Ward,Thika Town Sub County,Kiambu County
C4Ns5xRaDFA,18174,Mbiri (ACK) Dispensary,5,Njukiine Ward,Kirinyaga East Sub County,Kirinyaga County
xUpBlXZlInT,,Eliezeri Medical Clinic,5,Hospital Ward,Thika Town Sub County,Kiambu County
Ses85b0pygK,21196,Mosi Flower Farm Dispensary,5,Kalimoni Ward,Juja Sub County,Kiambu County
WIlGJWOtt5i,18191,Gertrudes Children Clinic (Kitengela),5,Kitengela Ward,Kajiado East Sub County,Kajiado County
WzkeCX9NJHS,18189,Topcare Nursing Home,5,Oloosirkon/Sholinke Ward,Kajiado East Sub County,Kajiado County
WrEPDZEo47O,18190,St Paul's Hospital,5,Kitengela Ward,Kajiado East Sub County,Kajiado County
RIY3sOQqFab,18193,Utugi Medical Clinic Kitengela,5,Kitengela Ward,Kajiado East Sub County,Kajiado County
N0WLhATy2pR,18192,Neema Medical Clinic Kitengela,5,Kaputiei North Ward,Kajiado East Sub County,Kajiado County
xxTgb27c53F,18195,Nairobi Women Hospital Ongata Rongai,5,Nkaimurunya Ward,Kajiado North Sub County,Kajiado County
UeGJiL44A0k,18196,Olive Medical Clinic (Kitengela),5,Kaputiei North Ward,Kajiado East Sub County,Kajiado County
clwIEnd34P5,19512,Mafra Clinic,5,Kangemi Ward,Westlands Sub County,Nairobi County
cqlv5P8GMoU,18089,Eremit Dispensary,5,Ewuaso Oo Nkidong'i Ward,Kajiado West Sub County,Kajiado County
VJLgaRSktbL,18058,Tewa Medical Clinic,5,Ruchu Ward,Kandara Sub County,Muranga County
drfM2lMNi7c,18059,Provide Medical Clinic,5,Ruchu Ward,Kandara Sub County,Muranga County
FNPfDvAmQGl,18197,Edkar Medical Clinic,5,Ngong Ward,Kajiado North Sub County,Kajiado County
hl6iq45XKPQ,18282,Glovnet VCT,5,Maringo/Hamza Ward,Makadara Sub County,Nairobi County
JycsLDC3dWx,18167,Movement Of Men Against AIDS Of Kenya,5,Harambee Ward,Makadara Sub County,Nairobi County
pfFRUg6khv2,18227,Kagioini Catholic Dispensary,5,Wamagana Ward,Tetu Sub County,Nyeri County
kUsA28Yefik,19504,Child Doctor Kenya,5,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County
FpYNpPZwGHO,19542,Eagle Health Clinic,5,Riruta Ward,Dagoretti South Sub County,Nairobi County
W6jSebK033h,19521,Providence Whole Care,5,Riruta Ward,Dagoretti South Sub County,Nairobi County
Vx2cKs1FhBg,18613,Glory Health Clinic,5,Riruta Ward,Dagoretti South Sub County,Nairobi County
xneQLS3T8fN,18344,Afya House Dispensary,5,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County
Nku0JxP4vG3,19508,Local Aid Medical Clinic,5,Kabiro Ward,Dagoretti North Sub County,Nairobi County
Ww1GPGA2Mnh,19914,Lea Toto Kawangware,5,Riruta Ward,Dagoretti South Sub County,Nairobi County
r5A0vDAQSLn,,Stemch VCT,5,Kamenu Ward,Thika Town Sub County,Kiambu County
tQxxWCpYM6G,18222,St John's Community Clinic (Njiru),5,Njiru Ward,Kasarani Sub County,Nairobi County
c1PbWTHc441,18221,Ruai (SDA) Clinic,5,Ruai Ward,Kasarani Sub County,Nairobi County
K85ruHJPSV8,18662,Senate Health Services,5,Dandora Area III Ward,Embakasi North Sub County,Nairobi County
aqmdUjGgPqs,17996,Precious Life Medical Clinic (Ruai),5,Ruai Ward,Kasarani Sub County,Nairobi County
Me2i2NUlDtm,18000,Skymed Medical Clinic (Githunguri),5,Ruai Ward,Kasarani Sub County,Nairobi County
UeH6G4BMZrn,,Gari Despensary,5,Waranqara Ward,Lafey Sub County,Mandera County
FloEWlDD416,12971,Provide International  Mutindwa Umoja Clinic,5,Umoja I Ward,Embakasi West Sub County,Nairobi County
yE0YJfPxCUc,17683,St Raphael's Clinic,5,Mihango Ward,Embakasi East Sub County,Nairobi County
WF5Bjbhvqtq,19271,Swop Korogocho,5,Kariobangi North Ward,Embakasi North Sub County,Nairobi County
uaoUa5YhfZp,,Closed_Duplicate_Lea Toto Clinic (Kariobangi South),5,Kariobangi North Ward,Embakasi North Sub County,Nairobi County
VgZpqrxhRPh,18896,SWOP Thika Road VCT,5,Roysambu Ward,Roysambu Sub County,Nairobi County
RU75jjHO1TV,18745,Comboni Missionary Sisters Health Program,5,Korogocho Ward,Ruaraka Sub County,Nairobi County
CJOE1alfBij,18202,Vegpro Kenya Limited Clinic,5,Pipeline Ward,Embakasi South Sub County,Nairobi County
zXGLJzYiaPN,18021,Afya Njema Medical Clinic (Nyeri North),5,Naromoru/Kiamathaga Ward,Kieni East Sub County,Nyeri County
VSuk5lSNAiz,18023,Ichuga Medical Clinic,5,Gakawa Ward,Kieni East Sub County,Nyeri County
IHp4QCtamaB,18203,Wumiisyo Medical Clinic,5,Kathonzweni Ward,Makueni Sub County,Makueni County
VU8wNMGHdyx,19632,Express Medical Clinic,5,Karatina Town Ward,Mathira East Sub County,Nyeri County
xziIZlvxiIS,18013,Ruguru Health Centre,5,Ruguru Ward,Mathira West Sub County,Nyeri County
jv3jKXr17vc,18014,Kiawa Medical Clinic,5,Gakawa Ward,Kieni East Sub County,Nyeri County
lGM7CMFgnNr,18015,Mt Kenya Kabiruini Medical Clinic,5,Ruguru Ward,Mathira West Sub County,Nyeri County
aNL57RUMfIt,19827,Honi (PCEA) Dispensary,5,Mweiga Ward,Kieni West Sub County,Nyeri County
mzvIYclCfXp,18281,Sunbeam Medical Centre(Kangemi),5,Kangemi Ward,Westlands Sub County,Nairobi County
zeoYg4aVCeB,,Tambuzi Medical Clinic,5,Gakawa Ward,Kieni East Sub County,Nyeri County
r7CdT1Jp7rV,19647,Tumaini Baraka Medical Clinic,5,Mwiyogo/Endarasha Ward,Kieni West Sub County,Nyeri County
hV2iB1KHfL2,19710,Universal Medical Clinic (Nyeri North),5,Naromoru/Kiamathaga Ward,Kieni East Sub County,Nyeri County
vqFXTuWuyo3,,Kairi Medical Clinic (Nyeri North),5,Kabaru Ward,Kieni East Sub County,Nyeri County
pSABBmP1hJk,19650,Luisoi Medical Clinic,5,Kabaru Ward,Kieni East Sub County,Nyeri County
oh9D8ibHREx,,Kenya Windows & Ophan's Support Programme,5,Mathare North Ward,Ruaraka Sub County,Nairobi County
YtdVcZ5ZPvF,19630,Viva Afya Medical Clinic,5,Karatina Town Ward,Mathira East Sub County,Nyeri County
neIPPsFEhUg,23405,Agakhan University Hospital Valley Arcade Clinic,5,Kilimani Ward,Dagoretti North Sub County,Nairobi County
T9wI1fsZ2eZ,19948,United States International University VCT Centre,5,Roysambu Ward,Roysambu Sub County,Nairobi County
Uq8ELN6b34h,18276,Darushif Medical Clinic,5,Umoja II Ward,Embakasi West Sub County,Nairobi County
DztZfGTsNd9,18536,Mukunga Dispensary (Muranga North),5,Wangu Ward,Kiharu Sub County,Muranga County
lo8DcKBTH5U,,Njoguini Med Clinic,5,Mbiri Ward,Kiharu Sub County,Muranga County
upkXXpAU2Ua,19731,Rau Dispensary,5,Kamacharia Ward,Mathioya Sub County,Muranga County
iCW8Et0WcCE,,Closed_Duplicate_Rau Dispenesary,5,Kamacharia Ward,Mathioya Sub County,Muranga County
EJugNXshySN,18548,St Paul Kiamuri(ACK) Dispensary,5,Gaturi Ward,Kiharu Sub County,Muranga County
SW9e8ABN934,24349,Gitui Catholic Dispensary,5,Mugoiri Ward,Kiharu Sub County,Muranga County
iUKMWj0YFHW,19729,St Johns Afya Bora Medical Clinic,5,Mbiri Ward,Kiharu Sub County,Muranga County
v3RYKbfzs1P,,ACK Gaitheri (duplicate),5,Gaturi Ward,Kiharu Sub County,Muranga County
KpFUii0pMA6,,St Peters Mananga Disp,5,Kamacharia Ward,Mathioya Sub County,Muranga County
XNmQ1GcM53S,10756,Mukindu Dispensary,5,Rurii Ward,Olkalou Sub County,Nyandarua County
kKYdOJ0uRod,10851,New Mawingu Health Centre,5,Karau Ward,Olkalou Sub County,Nyandarua County
LT6XGXS57II,10509,Kasuku Health Centre,5,Weru Ward,Oljoroorok Sub County,Nyandarua County
UdcrfRV5diV,10429,Kaimbaga Dispensary,5,Kaimbaga Ward,Olkalou Sub County,Nyandarua County
PoAHq41Wjsk,11009,Silibwet Health Centre (Nyandarua West),5,Gathanji Ward,Oljoroorok Sub County,Nyandarua County
xpXgPL892GT,10852,New Tumaini Health Centre,5,Kanjuiri Range Ward,Olkalou Sub County,Nyandarua County
DOKtWmyEJjJ,19658,Ngurumo Medical Clinic,5,Mirangine Ward,Olkalou Sub County,Nyandarua County
Th3MBuowwKS,19369,Kamwitha Medical Centre,5,Zimmerman Ward,Roysambu Sub County,Nairobi County
NvLvW1v4MWY,10915,Olkalou (ACK) Dispensary,5,Kaimbaga Ward,Olkalou Sub County,Nyandarua County
OKVs6Ik2J3q,17972,Glaisa Medical Clinic,5,Karau Ward,Olkalou Sub County,Nyandarua County
AOpDd02bZcF,18110,Primarosa Flower Limited,5,Weru Ward,Oljoroorok Sub County,Nyandarua County
OnylZKTi1ix,19656,Amazing Grace Medical Clinic,5,Weru Ward,Oljoroorok Sub County,Nyandarua County
ZqmBdrwI59g,10911,Olborosat Dispensary,5,Gathanji Ward,Oljoroorok Sub County,Nyandarua County
yeGUcHoOF0W,10856,Ngano Health Centre,5,Charagita Ward,Oljoroorok Sub County,Nyandarua County
MzgSYuweDd3,11131,Ukweli Medical Clinic,5,Weru Ward,Oljoroorok Sub County,Nyandarua County
QzlLG9STuBm,17510,Muga Medical Clinic,5,Weru Ward,Oljoroorok Sub County,Nyandarua County
nMJjOqfDdbQ,19665,Karai Medical Clinic,5,Leshau/Pondo Ward,Ndaragwa Sub County,Nyandarua County
HW36CsDWV7N,,St Lukes Health Clinic,5,Weru Ward,Oljoroorok Sub County,Nyandarua County
R5DowWkZPmm,10423,Kahuho (AIC) Dispensary,5,Karau Ward,Olkalou Sub County,Nyandarua County
RyzLT9D4nQ6,10185,Fr Baldo Catholic Dispensary,5,Karau Ward,Olkalou Sub County,Nyandarua County
OpOzL7G2e7P,10803,Muwa Medical Clinic,5,Gathanji Ward,Oljoroorok Sub County,Nyandarua County
NfowlzlK7eK,17953,Kiaibabu Dispensary,5,Ikinu Ward,Githunguri Sub County,Kiambu County
KvLFGDbWhYL,17425,Emmah Medical Clinic,5,Komothai Ward,Githunguri Sub County,Kiambu County
QB1sJCVMyBg,,Flavour Medical Clinic,5,Dandora Area II Ward,Embakasi North Sub County,Nairobi County
A9EmK1ExZyT,18668,Reinha Rosary Clinic,5,Utawala Ward,Embakasi East Sub County,Nairobi County
KJo6ueGHQZC,19604,Badri Medical Clinic,5,Kongowea Ward,Nyali Sub County,Mombasa County
ZdcJie5EAVP,18215,Ukuu MCK Dispensary,5,Nkuene Ward,Imenti South Sub County,Meru County
MnDklex6XJn,17703,Voi Roadside Clinic,5,Mbololo Ward,Voi Sub County,Taita Taveta County
sUsYUE1bRKr,17704,Voi Medical Centre,5,Mbololo Ward,Voi Sub County,Taita Taveta County
yuGHbYtzRAh,18214,Woodshaven Medical Clinic,5,Ongata Rongai Ward,Kajiado North Sub County,Kajiado County
rFuGZqBADZU,17935,Kiati Dispensary,5,Mutha Ward,Kitui South Sub County,Kitui County
XjtlbqaZVF0,17816,Muangeni Dispensary,5,Athi Ward,Kitui South Sub County,Kitui County
nrUCxFhQtL5,17955,Nuru Lutheran VCT,5,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County
TFLMO3MTOsx,18272,Angaza VCT,5,Kayole Central Ward,Embakasi Central Sub County,Nairobi County
fogDlL82GID,,Gods Will Medical Clinic,5,Central Ward,Runyenjes Sub County,Embu County
ZMi800D4Jkn,17882,Baraka Medical Clinic (Runyenjes),5,Central Ward,Runyenjes Sub County,Embu County
E0wwTSjCgIy,,Deo-Gratias Dispensary,5,Kagaari North Ward,Runyenjes Sub County,Embu County
oJDitzhQ8nB,,Huruma Medical Clinic,5,Kagaari North Ward,Runyenjes Sub County,Embu County
DqiffkkAscL,24660,Unisante Medical Clinic,5,Naromoru/Kiamathaga Ward,Kieni East Sub County,Nyeri County
JSyhb8IX7ei,18223,Aga Khan Clinic Kitengela,5,Oloosirkon/Sholinke Ward,Kajiado East Sub County,Kajiado County
J4Mmxv37aqg,18224,Baraka Medical Clinic Kitengela,5,Oloosirkon/Sholinke Ward,Kajiado East Sub County,Kajiado County
aROKfPobPbj,18226,First Baptist Dispensary,5,Athi River Ward,Athi River Sub County,Machakos County
KPSt7jGL6KE,18334,Unity Maternity & Nursing Home,5,Umoja II Ward,Embakasi West Sub County,Nairobi County
xSVsNfpkF9D,18231,Morongiot Orthodox Dispensary,5,Kobujoi Ward,Aldai Sub County,Nandi County
FgyGjKwN1Og,18099,Nadunga Dispensary,5,Kaeris Ward,Turkana North Sub County,Turkana County
Fq4bD4cqg6T,18400,Marie Stopes Kenya Bungoma Centre,5,Township Ward,Kanduyi Sub County,Bungoma County
pybWsnum0Fy,18556,Prescort Dispensary,5,Juja Ward,Juja Sub County,Kiambu County
e1ZwlD4OyC8,18629,CID Headquaters Clinic,5,Roysambu Ward,Roysambu Sub County,Nairobi County
ypIztvPg8bq,18271,Bristal Park Hospital,5,Embakasi Ward,Embakasi East Sub County,Nairobi County
redd34wc4hO,18626,Beggs Nursing Home (Matunda),5,Nzoia Ward,Likuyani Sub County,Kakamega County
bGUaAhlsRqp,18887,Githogoro Runda Baptist Clinic (Getrudes Nairobi),5,Karura Ward,Westlands Sub County,Nairobi County
bIIM8v2qm1U,16133,Soy Resource Centre,5,Likuyani Ward,Likuyani Sub County,Kakamega County
jSpsSqfKdYQ,18238,Ngong Rapha Hospital,5,Ngong Ward,Kajiado North Sub County,Kajiado County
QliLtTd9sq4,,Live Well Health Clinic,5,Kerugoya Ward,Kirinyaga Central Sub County,Kirinyaga County
icSyYdS2PaS,17793,Barut Dispensary,5,Barut Ward,Nakuru West Sub County,Nakuru County
vYLDQuit7QN,19446,Jamii Medical Clinic (Mukuru),5,Kwa Njenga Ward,Embakasi South Sub County,Nairobi County
vA6lQUw5Z0x,,Dagoretti Community VCT,5,Ngando Ward,Dagoretti South Sub County,Nairobi County
r46AQF1KZv5,11071,St Teresa Nursing Home,5,Kikuyu Ward,Kikuyu Sub County,Kiambu County
xQ88M07sMRH,17675,Olive Health Care International,5,Uthiru Ward,Kabete Sub County,Kiambu County
PtRuOrgbUUY,17676,St Olivia Health Care,5,Ngecha Tigoni Ward,Limuru Sub County,Kiambu County
zpPVs8bYduv,,St Andrews Cc Rironi Dispensary,5,Limuru Central Ward,Limuru Sub County,Kiambu County
iZ5Ns5TAOSJ,17973,St Andrews Cc Rironi Dispensary,5,Limuru Central Ward,Limuru Sub County,Kiambu County
