orgunitlevel1_pos,orgunitlevel2_pos,orgunitlevel3_pos,orgunitlevel4_pos,orgunitlevel5_pos,organisationunitid,organisationunitname_pos,organisationunitcode_pos,dataid_pos,dataname_pos,datacode_pos,Total_pos,orgunitlevel1_tst,orgunitlevel2_tst,orgunitlevel3_tst,orgunitlevel4_tst,orgunitlevel5_tst,organisationunitname_tst,organisationunitcode_tst,organisationunitdescription,dataid_tst,dataname_tst,datacode_tst,Total_tst,difference
Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Maseno Mission Hospital,gEEJqBQ2vqX,Maseno Mission Hospital,13781,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,27,Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Maseno Mission Hospital,Maseno Mission Hospital,13781,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,19,-8
Kenya,Kwale County,Matuga Sub County,Tiwi Ward,Tiwi RHTC,gEvZgtrunJY,Tiwi RHTC,11853,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,31,Kenya,Kwale County,Matuga Sub County,Tiwi Ward,Tiwi RHTC,Tiwi RHTC,11853,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,7,-24
Kenya,Kwale County,Matuga Sub County,Tiwi Ward,Tiwi RHTC,gEvZgtrunJY,Tiwi RHTC,11853,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,31,Kenya,Kwale County,Matuga Sub County,Tiwi Ward,Tiwi RHTC,Tiwi RHTC,11853,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,18,-13
Kenya,Kwale County,Matuga Sub County,Tiwi Ward,Tiwi RHTC,gEvZgtrunJY,Tiwi RHTC,11853,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,31,Kenya,Kwale County,Matuga Sub County,Tiwi Ward,Tiwi RHTC,Tiwi RHTC,11853,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,22,-9
Kenya,Kwale County,Matuga Sub County,Tiwi Ward,Tiwi RHTC,gEvZgtrunJY,Tiwi RHTC,11853,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,16,Kenya,Kwale County,Matuga Sub County,Tiwi Ward,Tiwi RHTC,Tiwi RHTC,11853,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,7,-9
Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward,Murindoku Dispensary,gFBAFcueFtr,Murindoku Dispensary,17191,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,10,Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward,Murindoku Dispensary,Murindoku Dispensary,17191,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,2,-8
Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward,Murindoku Dispensary,gFBAFcueFtr,Murindoku Dispensary,17191,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,10,Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward,Murindoku Dispensary,Murindoku Dispensary,17191,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,4,-6
Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward,Murindoku Dispensary,gFBAFcueFtr,Murindoku Dispensary,17191,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,10,Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward,Murindoku Dispensary,Murindoku Dispensary,17191,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,7,-3
Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward,Murindoku Dispensary,gFBAFcueFtr,Murindoku Dispensary,17191,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,7,Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward,Murindoku Dispensary,Murindoku Dispensary,17191,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,2,-5
Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward,Murindoku Dispensary,gFBAFcueFtr,Murindoku Dispensary,17191,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,7,Kenya,Nakuru County,Kuresoi North Sub County,Nyota Ward,Murindoku Dispensary,Murindoku Dispensary,17191,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,4,-3
Kenya,Migori County,Kuria West Sub County,Isibania Ward,Isebania Sub County Hospital,gFC5kCFDDqG,Isebania Sub County Hospital,13625,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,39,Kenya,Migori County,Kuria West Sub County,Isibania Ward,Isebania Sub County Hospital,Isebania Sub County Hospital,13625,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,12,-27
Kenya,Migori County,Kuria West Sub County,Isibania Ward,Isebania Sub County Hospital,gFC5kCFDDqG,Isebania Sub County Hospital,13625,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,39,Kenya,Migori County,Kuria West Sub County,Isibania Ward,Isebania Sub County Hospital,Isebania Sub County Hospital,13625,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,12,-27
Kenya,Migori County,Kuria West Sub County,Isibania Ward,Isebania Sub County Hospital,gFC5kCFDDqG,Isebania Sub County Hospital,13625,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,39,Kenya,Migori County,Kuria West Sub County,Isibania Ward,Isebania Sub County Hospital,Isebania Sub County Hospital,13625,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,38,-1
Kenya,Migori County,Kuria West Sub County,Isibania Ward,Isebania Sub County Hospital,gFC5kCFDDqG,Isebania Sub County Hospital,13625,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,16,Kenya,Migori County,Kuria West Sub County,Isibania Ward,Isebania Sub County Hospital,Isebania Sub County Hospital,13625,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,12,-4
Kenya,Migori County,Kuria West Sub County,Isibania Ward,Isebania Sub County Hospital,gFC5kCFDDqG,Isebania Sub County Hospital,13625,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,16,Kenya,Migori County,Kuria West Sub County,Isibania Ward,Isebania Sub County Hospital,Isebania Sub County Hospital,13625,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,12,-4
Kenya,Siaya County,Alego Usonga Sub County,South East Alego Ward,Bar Agulu Dispensary,gFFdF6hGiFe,Bar Agulu Dispensary,13496,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,13,Kenya,Siaya County,Alego Usonga Sub County,South East Alego Ward,Bar Agulu Dispensary,Bar Agulu Dispensary,13496,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,11,-2
Kenya,Siaya County,Alego Usonga Sub County,South East Alego Ward,Bar Agulu Dispensary,gFFdF6hGiFe,Bar Agulu Dispensary,13496,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,13,Kenya,Siaya County,Alego Usonga Sub County,South East Alego Ward,Bar Agulu Dispensary,Bar Agulu Dispensary,13496,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,12,-1
Kenya,Bungoma County,Cheptais Sub County,Chesikaki Ward,Chesikaki Dispensary,gFHxw12vU5Y,Chesikaki Dispensary,15856,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9,Kenya,Bungoma County,Cheptais Sub County,Chesikaki Ward,Chesikaki Dispensary,Chesikaki Dispensary,15856,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,4,-5
Kenya,Bungoma County,Cheptais Sub County,Chesikaki Ward,Chesikaki Dispensary,gFHxw12vU5Y,Chesikaki Dispensary,15856,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9,Kenya,Bungoma County,Cheptais Sub County,Chesikaki Ward,Chesikaki Dispensary,Chesikaki Dispensary,15856,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,6,-3
Kenya,Bungoma County,Cheptais Sub County,Chesikaki Ward,Chesikaki Dispensary,gFHxw12vU5Y,Chesikaki Dispensary,15856,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9,Kenya,Bungoma County,Cheptais Sub County,Chesikaki Ward,Chesikaki Dispensary,Chesikaki Dispensary,15856,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,8,-1
Kenya,Bungoma County,Cheptais Sub County,Chesikaki Ward,Chesikaki Dispensary,gFHxw12vU5Y,Chesikaki Dispensary,15856,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9,Kenya,Bungoma County,Cheptais Sub County,Chesikaki Ward,Chesikaki Dispensary,Chesikaki Dispensary,15856,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,4,-5
Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,Nzoia Health Centre,gFUAJ55XG8Y,Nzoia Health Centre,15381,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1,Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,Nzoia Health Centre,Nzoia Health Centre,15381,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,0,-1
Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,Nzoia Health Centre,gFUAJ55XG8Y,Nzoia Health Centre,15381,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1,Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,Nzoia Health Centre,Nzoia Health Centre,15381,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,0,-1
Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,Nzoia Health Centre,gFUAJ55XG8Y,Nzoia Health Centre,15381,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2,Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,Nzoia Health Centre,Nzoia Health Centre,15381,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,0,-2
Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,Nzoia Health Centre,gFUAJ55XG8Y,Nzoia Health Centre,15381,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,6,Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,Nzoia Health Centre,Nzoia Health Centre,15381,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,2,-4
Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,Nzoia Health Centre,gFUAJ55XG8Y,Nzoia Health Centre,15381,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,6,Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,Nzoia Health Centre,Nzoia Health Centre,15381,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,0,-6
Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,Nzoia Health Centre,gFUAJ55XG8Y,Nzoia Health Centre,15381,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,6,Kenya,Trans Nzoia County,Cherangany Sub County,Motosiet Ward,Nzoia Health Centre,Nzoia Health Centre,15381,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,5,-1
Kenya,Kwale County,Matuga Sub County,Tsimba Golini Ward,Dima Mwangaza Clinic,gFUoa0GmAlZ,Dima Mwangaza Clinic,21989,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2,Kenya,Kwale County,Matuga Sub County,Tsimba Golini Ward,Dima Mwangaza Clinic,Dima Mwangaza Clinic,21989,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,1,-1
Kenya,Samburu County,Samburu North Sub County,El-barta Ward,Baragoi Sub County Hospital,gFZWGPYDPW5,Baragoi Sub County Hospital,14228,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9,Kenya,Samburu County,Samburu North Sub County,El-barta Ward,Baragoi Sub County Hospital,Baragoi Sub County Hospital,14228,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,5,-4
Kenya,Samburu County,Samburu North Sub County,El-barta Ward,Baragoi Sub County Hospital,gFZWGPYDPW5,Baragoi Sub County Hospital,14228,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,6,Kenya,Samburu County,Samburu North Sub County,El-barta Ward,Baragoi Sub County Hospital,Baragoi Sub County Hospital,14228,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,5,-1
Kenya,Kitui County,Mwingi Central Sub County,Central Ward,CHS Mwingi Central Dice,gFkev50QJCf,CHS Mwingi Central Dice,20203,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,5,Kenya,Kitui County,Mwingi Central Sub County,Central Ward,CHS Mwingi Central Dice,CHS Mwingi Central Dice,20203,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,3,-2
Kenya,Kitui County,Mwingi Central Sub County,Central Ward,CHS Mwingi Central Dice,gFkev50QJCf,CHS Mwingi Central Dice,20203,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,20,Kenya,Kitui County,Mwingi Central Sub County,Central Ward,CHS Mwingi Central Dice,CHS Mwingi Central Dice,20203,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,6,-14
Kenya,Kitui County,Mwingi Central Sub County,Central Ward,CHS Mwingi Central Dice,gFkev50QJCf,CHS Mwingi Central Dice,20203,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,20,Kenya,Kitui County,Mwingi Central Sub County,Central Ward,CHS Mwingi Central Dice,CHS Mwingi Central Dice,20203,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,3,-17
Kenya,Kitui County,Mwingi Central Sub County,Central Ward,CHS Mwingi Central Dice,gFkev50QJCf,CHS Mwingi Central Dice,20203,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,10,Kenya,Kitui County,Mwingi Central Sub County,Central Ward,CHS Mwingi Central Dice,CHS Mwingi Central Dice,20203,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,6,-4
Kenya,Kitui County,Mwingi Central Sub County,Central Ward,CHS Mwingi Central Dice,gFkev50QJCf,CHS Mwingi Central Dice,20203,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,10,Kenya,Kitui County,Mwingi Central Sub County,Central Ward,CHS Mwingi Central Dice,CHS Mwingi Central Dice,20203,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,3,-7
Kenya,Nairobi County,Kibra Sub County,Sarang'ombe Ward,Revival Home Based Care Clinic,gGN0ERUmMHV,Revival Home Based Care Clinic,16168,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,6,Kenya,Nairobi County,Kibra Sub County,Sarang'ombe Ward,Revival Home Based Care Clinic,Revival Home Based Care Clinic,16168,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,1,-5
Kenya,Nairobi County,Kibra Sub County,Sarang'ombe Ward,Revival Home Based Care Clinic,gGN0ERUmMHV,Revival Home Based Care Clinic,16168,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,6,Kenya,Nairobi County,Kibra Sub County,Sarang'ombe Ward,Revival Home Based Care Clinic,Revival Home Based Care Clinic,16168,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,2,-4
Kenya,Nairobi County,Kibra Sub County,Sarang'ombe Ward,Revival Home Based Care Clinic,gGN0ERUmMHV,Revival Home Based Care Clinic,16168,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3,Kenya,Nairobi County,Kibra Sub County,Sarang'ombe Ward,Revival Home Based Care Clinic,Revival Home Based Care Clinic,16168,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,1,-2
Kenya,Nairobi County,Kibra Sub County,Sarang'ombe Ward,Revival Home Based Care Clinic,gGN0ERUmMHV,Revival Home Based Care Clinic,16168,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3,Kenya,Nairobi County,Kibra Sub County,Sarang'ombe Ward,Revival Home Based Care Clinic,Revival Home Based Care Clinic,16168,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,2,-1
Kenya,Nyeri County,Nyeri Central Sub County,Kamakwa/Mukaro Ward,Hoymas Medical Clinic,gI1M6tOngcz,Hoymas Medical Clinic,23993,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Nyeri County,Nyeri Central Sub County,Kamakwa/Mukaro Ward,Hoymas Medical Clinic,Hoymas Medical Clinic,23993,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,2,-1
Kenya,Machakos County,Machakos Sub County,Mutituni Ward,Mutituni Health Centre,gKXNQonSJV4,Mutituni Health Centre,12602,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,29,Kenya,Machakos County,Machakos Sub County,Mutituni Ward,Mutituni Health Centre,Mutituni Health Centre,12602,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,21,-8
Kenya,Machakos County,Machakos Sub County,Mutituni Ward,Mutituni Health Centre,gKXNQonSJV4,Mutituni Health Centre,12602,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,29,Kenya,Machakos County,Machakos Sub County,Mutituni Ward,Mutituni Health Centre,Mutituni Health Centre,12602,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,20,-9
Kenya,Muranga County,Muranga South Sub County,Kimorori/Wempa Ward,Katipanga Dispensary,gLHOYuJ4Rx7,Katipanga Dispensary,16969,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Muranga County,Muranga South Sub County,Kimorori/Wempa Ward,Katipanga Dispensary,Katipanga Dispensary,16969,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,1,-2
Kenya,Muranga County,Muranga South Sub County,Kimorori/Wempa Ward,Katipanga Dispensary,gLHOYuJ4Rx7,Katipanga Dispensary,16969,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Muranga County,Muranga South Sub County,Kimorori/Wempa Ward,Katipanga Dispensary,Katipanga Dispensary,16969,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-1
Kenya,Taita Taveta County,Taveta Sub County,Chala Ward,Njukini Health Centre,gLkdFvweeSd,Njukini Health Centre,11718,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,10,Kenya,Taita Taveta County,Taveta Sub County,Chala Ward,Njukini Health Centre,Njukini Health Centre,11718,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,9,-1
Kenya,Migori County,Uriri Sub County,North Kanyamkago Ward,St Monica Rapogi Hospital,gMhjxJKU9mM,St Monica Rapogi Hospital,14121,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,14,Kenya,Migori County,Uriri Sub County,North Kanyamkago Ward,St Monica Rapogi Hospital,St Monica Rapogi Hospital,14121,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,12,-2
Kenya,Migori County,Uriri Sub County,North Kanyamkago Ward,St Monica Rapogi Hospital,gMhjxJKU9mM,St Monica Rapogi Hospital,14121,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,39,Kenya,Migori County,Uriri Sub County,North Kanyamkago Ward,St Monica Rapogi Hospital,St Monica Rapogi Hospital,14121,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,29,-10
Kenya,Migori County,Uriri Sub County,North Kanyamkago Ward,St Monica Rapogi Hospital,gMhjxJKU9mM,St Monica Rapogi Hospital,14121,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,39,Kenya,Migori County,Uriri Sub County,North Kanyamkago Ward,St Monica Rapogi Hospital,St Monica Rapogi Hospital,14121,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,12,-27
Kenya,Migori County,Uriri Sub County,North Kanyamkago Ward,St Monica Rapogi Hospital,gMhjxJKU9mM,St Monica Rapogi Hospital,14121,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,39,Kenya,Migori County,Uriri Sub County,North Kanyamkago Ward,St Monica Rapogi Hospital,St Monica Rapogi Hospital,14121,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,14,-25
Kenya,Migori County,Uriri Sub County,North Kanyamkago Ward,St Monica Rapogi Hospital,gMhjxJKU9mM,St Monica Rapogi Hospital,14121,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,16,Kenya,Migori County,Uriri Sub County,North Kanyamkago Ward,St Monica Rapogi Hospital,St Monica Rapogi Hospital,14121,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,12,-4
Kenya,Migori County,Uriri Sub County,North Kanyamkago Ward,St Monica Rapogi Hospital,gMhjxJKU9mM,St Monica Rapogi Hospital,14121,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,16,Kenya,Migori County,Uriri Sub County,North Kanyamkago Ward,St Monica Rapogi Hospital,St Monica Rapogi Hospital,14121,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,14,-2
Kenya,Kitui County,Kitui South Sub County,Ikutha Ward,Faith Nursing Home (Ikutha),gMmgEY1hq3W,Faith Nursing Home (Ikutha),12013,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4,Kenya,Kitui County,Kitui South Sub County,Ikutha Ward,Faith Nursing Home (Ikutha),Faith Nursing Home (Ikutha),12013,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,1,-3
Kenya,Kitui County,Kitui South Sub County,Ikutha Ward,Faith Nursing Home (Ikutha),gMmgEY1hq3W,Faith Nursing Home (Ikutha),12013,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4,Kenya,Kitui County,Kitui South Sub County,Ikutha Ward,Faith Nursing Home (Ikutha),Faith Nursing Home (Ikutha),12013,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,3,-1
Kenya,Kitui County,Kitui South Sub County,Ikutha Ward,Faith Nursing Home (Ikutha),gMmgEY1hq3W,Faith Nursing Home (Ikutha),12013,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,5,Kenya,Kitui County,Kitui South Sub County,Ikutha Ward,Faith Nursing Home (Ikutha),Faith Nursing Home (Ikutha),12013,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,1,-4
Kenya,Kitui County,Kitui South Sub County,Ikutha Ward,Faith Nursing Home (Ikutha),gMmgEY1hq3W,Faith Nursing Home (Ikutha),12013,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,5,Kenya,Kitui County,Kitui South Sub County,Ikutha Ward,Faith Nursing Home (Ikutha),Faith Nursing Home (Ikutha),12013,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,3,-2
Kenya,Nyamira County,Borabu Sub County,Kiabonyoru Ward,Kebirigo Mission Health Centre,gN8hvbR49aC,Kebirigo Mission Health Centre,13660,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4,Kenya,Nyamira County,Borabu Sub County,Kiabonyoru Ward,Kebirigo Mission Health Centre,Kebirigo Mission Health Centre,13660,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,1,-3
Kenya,Nyamira County,Borabu Sub County,Kiabonyoru Ward,Kebirigo Mission Health Centre,gN8hvbR49aC,Kebirigo Mission Health Centre,13660,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2,Kenya,Nyamira County,Borabu Sub County,Kiabonyoru Ward,Kebirigo Mission Health Centre,Kebirigo Mission Health Centre,13660,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,1,-1
Kenya,Kilifi County,Ganze Sub County,Sokoke Ward,Madamani Dispensary,gNN3hkfq0Ty,Madamani Dispensary,11532,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Kilifi County,Ganze Sub County,Sokoke Ward,Madamani Dispensary,Madamani Dispensary,11532,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,1,-2
Kenya,Kilifi County,Kilifi North Sub County,Sokoni Ward,Wananchi Nursing Home,gNujOVxWPWY,Wananchi Nursing Home,11891,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,8,Kenya,Kilifi County,Kilifi North Sub County,Sokoni Ward,Wananchi Nursing Home,Wananchi Nursing Home,11891,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,4,-4
Kenya,Kilifi County,Kilifi North Sub County,Sokoni Ward,Wananchi Nursing Home,gNujOVxWPWY,Wananchi Nursing Home,11891,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,8,Kenya,Kilifi County,Kilifi North Sub County,Sokoni Ward,Wananchi Nursing Home,Wananchi Nursing Home,11891,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-6
