organisationunitid,orgunitlevel1_pos,orgunitlevel2_pos,orgunitlevel3_pos,orgunitlevel4_pos,orgunitlevel5_pos,organisationunitname_pos,organisationunitcode_pos,organisationunitdescription_pos,dataid_pos,dataname_pos,datacode_pos,Total_pos,difference
uj2UMJenimd,Kenya,Kakamega County,Lurambi Sub County,Sheywe Ward,Nabongo Dispensary,Nabongo Dispensary,16059,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,12.0,497.0
aaO4OKDNQp2,Kenya,Bungoma County,Kanduyi Sub County,Marakaru/Tuuti Ward,Nabuala Medical Centre,Nabuala Medical Centre,22299,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,656.0
pwv2WSi7YcJ,Kenya,Bungoma County,Kanduyi Sub County,Marakaru/Tuuti Ward,Nabukhisa Dispensary,Nabukhisa Dispensary,28731,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,12.0
O50RyikskAT,Kenya,Turkana County,Turkana Central Sub County,Kanamkemer Ward,Nabulon Dispensary,Nabulon Dispensary,23530,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,105.0
gkuMI9M275m,Kenya,Vihiga County,Sabatia Sub County,Lyaduywa/Izava Ward,Nadanya Dispensary,Nadanya Dispensary,16060,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,134.0
BRUzjqmNf3g,Kenya,Turkana County,Loima Sub County,Turkwel Ward,Nadapal Dispensary,Nadapal Dispensary,15273,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,173.0
pGpb2doI5FU,Kenya,Kiambu County,Thika Town Sub County,Township Ward,Naidu Hospital,Naidu Hospital,10819,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,13.0
DfoyCNu7TiG,Kenya,Narok County,Narok West Sub County,Naikarra Ward,Naikara Health Centre,Naikara Health Centre,15276,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,703.0
QY0YH92HfWO,Kenya,Narok County,Narok East Sub County,Keekonyokie Ward,Nairagie-Enkare Health Centre,Nairagie-Enkare Health Centre,15277,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,11.0,1069.0
CIusrn7Svdo,Kenya,Uasin Gishu County,Kapseret Sub County,Ngeria Ward,Nairiri Dispensary,Nairiri Dispensary,22289,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,14.0
Mh5GJbVMXaB,Kenya,Nairobi County,Westlands Sub County,Karura Ward,Nairobi Adventist Hospital Limited,Nairobi Adventist Hospital Limited,24563,Located in Gachie-Level 4,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,273.0
BtD2riFtR1r,Kenya,Nairobi County,Starehe Sub County,Landimawe Ward,Nairobi Remand Prison Health Centre,Nairobi Remand Prison Health Centre,13161,Dispensary,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,373.0
A7oMr08DhJB,Kenya,Nairobi County,Starehe Sub County,Nairobi South Ward,Nairobi South Clinic,Nairobi South Clinic,13113,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,429.0
aehWJKyrJBo,Kenya,Nairobi County,Langata Sub County,Nairobi West Ward,Nairobi West Men's Prison Dispensary,Nairobi West Men's Prison Dispensary,13116,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,27.0
YUW5s1vzY9q,Kenya,Kajiado County,Kajiado East Sub County,Kitengela Ward,Nairobi Women's Hospital (Kitengela),Nairobi Women's Hospital (Kitengela),21283,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,199.0
KcJIaC2H95Q,Kenya,Nakuru County,Nakuru East Sub County,Menengai Ward,Nairobi Women's Hospital - Nakuru (Hyrax),Nairobi Women's Hospital - Nakuru (Hyrax),20061,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,320.0
fuHWUdVeIZl,Kenya,Narok County,Narok North Sub County,Nkareta Ward,Naisoya Dispensary,Naisoya Dispensary,15279,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,173.0
FhqUs6aRJoX,Kenya,Bungoma County,Tongaren Sub County,Mbakalo Ward,Naitiri Sub County Hospital,Naitiri Sub County Hospital,16061,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,10.0,1012.0
m6ITwjXu5J5,Kenya,Nakuru County,Naivasha Sub County,Hellsgate Ward,Naivasha (AIC) Medical Centre,Naivasha (AIC) Medical Centre,15282,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,368.0
RU2jRqYCp2E,Kenya,Nakuru County,Naivasha Sub County,Viwandani Ward,Naivasha District Hospital,Naivasha District Hospital,15280,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,30.0,3389.0
rwmAZ2gLzS7,Kenya,Nakuru County,Naivasha Sub County,Viwandani Ward,Naivasha GK Prison Annex Dispensary,Naivasha GK Prison Annex Dispensary,14516,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,43.0
A3gmB9pWNRk,Kenya,Turkana County,Turkana Central Sub County,Kerio Delta Ward,Nakurio Dispensary,Nakurio Dispensary,15285,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,150.0
OCkGCPhF8Gs,Kenya,Nakuru County,Nakuru West Sub County,London Ward,Nakuru Provincial General Hospital,Nakuru Provincial General Hospital,15288,At Hospital road,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,10.0,2967.0
tlcvZ4jzPwM,Kenya,Nakuru County,Nakuru West Sub County,Shaabab Ward,Nakuru West (PCEA) Health Centre,Nakuru West (PCEA) Health Centre,15290,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,8.0
DIvySewPpEf,Kenya,Nakuru County,Nakuru West Sub County,Shaabab Ward,Nakuru West Health Centre,Nakuru West Health Centre,15365,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,605.0
gvplllzYFPk,Kenya,Turkana County,Aroo Sub County,Kaputir Ward,Nakwamoru Health Centre,Nakwamoru Health Centre,15292,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,66.0
F42ng041guc,Kenya,West Pokot County,Kacheliba Sub County,Kodich Ward,Nakwijit Dispensary,Nakwijit Dispensary,16366,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,121.0
L7sSNQASLrY,Kenya,Turkana County,Turkana West Sub County,Kakuma Ward,Nalemsekon Dispensary,Nalemsekon Dispensary,25411,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,1247.0
fw5b51GE1W4,Kenya,Bungoma County,Cheptais Sub County,Cheptais Ward,Nalondo Dispensary,Nalondo Dispensary,23980,Community Dispensary along chepkube road,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,89.0
Gs3YhBmcHwO,Kenya,Bungoma County,Kabuchai Sub County,West Nalondo Ward,Nalondo Health Centre (Model),Nalondo Health Centre (Model),17117,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,10.0,713.0
bm0xjIsElOx,Kenya,Kakamega County,Malava Sub County,Manda-shivanga Ward,Namagara Dispensary,Namagara Dispensary,16064,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,189.0
T8ykBEN4kyI,Kenya,Kajiado County,Kajiado Central Sub County,Matapato South Ward,Namanga Health Centre,Namanga Health Centre,15294,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,15.0,853.0
Bq8H9szTsYf,Kenya,Trans Nzoia County,Kwanza Sub County,Kapomboi Ward,Namanjalala Dispensary,Namanjalala Dispensary,17994,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,258.0
xr9cAIgp8RQ,Kenya,Bungoma County,Webuye East Sub County,Ndivisi Ward,Namarambi Dispensary,Namarambi Dispensary,21771,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,185.0
zk1TORIw5Vg,Kenya,Kakamega County,Matungu Sub County,Kholera Ward,Namasanda Health Centre,Namasanda Health Centre,25698,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,127.0
z6NaFzIMBFT,Kenya,Kakamega County,Khwisero Sub County,Kisa Central Ward,Namasoli Health Centre,Namasoli Health Centre,16065,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,265.0
SPfT81d1gVx,Kenya,Migori County,Nyatike Sub County,Macalder/Kanyarwanda Ward,Namba Kodero Dispensary,Namba Kodero Dispensary,16273,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,9.0,113.0
wwBB7XKIgr8,Kenya,Busia County,Nambale Sub County,Nambale Ward,Nambale Sub County Hospital,Nambale Sub County Hospital,16066,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,13.0,1403.0
G8avY4Gzra8,Kenya,Busia County,Samia Sub County,Namboboto-nambuku Ward,Namboboto Dispensary,Namboboto Dispensary,16067,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,197.0
vpcUN6fhhfX,Kenya,Busia County,Samia Sub County,Namboboto-nambuku Ward,Nambuku Model Health Centre,Nambuku Model Health Centre,16068,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,415.0
Nq0dWw681Qs,Kenya,Kajiado County,Loitokitok Sub County,Kimana Ward,Namelok Health Centre,Namelok Health Centre,15296,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,326.0
q7a1TH1APLe,Kenya,Busia County,Samia Sub County,Bwiri Ward,Namuduru Dispensary,Namuduru Dispensary,16069,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,138.0
DwUrEH0QR9t,Kenya,Turkana County,Turkana Central Sub County,Kang'atotha Ward,Namukuse Dispensary,Namukuse Dispensary,15301,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,185.0
s10bI57eZ6v,Kenya,Kakamega County,Matungu Sub County,Kholera Ward,Namulungu Dispensary,Namulungu Dispensary,16070,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,235.0
Ru5RPDkbVTR,Kenya,Busia County,Butula Sub County,Elugulu Ward,Namusala Dispensary,Namusala Dispensary,21059,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,132.0
TAYspavMDFY,Kenya,Bungoma County,Webuye East Sub County,Ndivisi Ward,Namwatikho Dispensary,Namwatikho Dispensary,22501,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,160.0
FVZSGQeGAWy,Kenya,Nyandarua County,Kinangop Sub County,North Kinangop Ward,Nandarasi Dispensary,Nandarasi Dispensary,10820,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,133.0
ucpxRXJhTuE,Kenya,Nandi County,Nandi Hills Sub County,Nandi Hills Ward,Nandi Hills County Hospital,Nandi Hills County Hospital,14179,In Nandi Hills town,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,8.0,1642.0
EGS0saGNDoS,Kenya,Busia County,Samia Sub County,Nangina Ward,Nangina Dispensary,Nangina Dispensary,16072,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,9.0,339.0
HHg9KLFF9cu,Kenya,Laikipia County,Laikipia East Sub County,Nanyuki Ward,Nanyuki Cottage Hospital,Nanyuki Cottage Hospital,15304,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,85.0
wZYYhq8qsZ0,Kenya,Laikipia County,Laikipia East Sub County,Nanyuki Ward,Nanyuki District Hospital,Nanyuki District Hospital,15305,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,13.0,1890.0
ZzQ5uEvaRTU,Kenya,Turkana County,Loima Sub County,Turkwel Ward,Napeikar Dispensary,Napeikar Dispensary,18070,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,90.0
cCERcsMGSDG,Kenya,Turkana County,Turkana West Sub County,Kalobeyei Ward,Naregae Dispensary,Naregae Dispensary,25417,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,1391.0
eUG9sXdwHag,Kenya,Narok County,Narok North Sub County,Narok Town Ward,Narok County Referral Hospital,Narok County Referral Hospital,15311,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,41.0,3808.0
YrSCTgWBywP,Kenya,Narok County,Transmara West Sub County,Lolgorian Ward,Narolong Dispensary (Trans Mara West),Narolong Dispensary (Trans Mara West),16689,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,52.0
gz6H3xfyKgn,Kenya,Nyeri County,Kieni East Sub County,Naromoru/Kiamathaga Ward,Naromoru Health Centre,Naromoru Health Centre,10822,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,717.0
JNq7Z8MzZ0H,Kenya,Narok County,Narok South Sub County,Maji Moto/Naroosura Ward,Naroosura Health Centre,Naroosura Health Centre,15312,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,748.0
BiHwNX5SBAz,Kenya,Isiolo County,Isiolo Sub County,Oldo/Nyiro Ward,Narrapu Dispensary,Narrapu Dispensary,16221,Health Centre,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,24.0
PpgMAHSg9Oq,Kenya,Busia County,Matayos Sub County,Matayos South Ward,Nasewa Health Centre,Nasewa Health Centre,16074,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,317.0
B1Kacv8MyEv,Kenya,Trans Nzoia County,Saboti Sub County,Kinyoro Ward,Nasianda Dispensary,Nasianda Dispensary,22828,Level Facility,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,252.0
HvI2Xv1NM4G,Kenya,Bungoma County,Bumula Sub County,Bumula Ward,Nasianda Health Centre,Nasianda Health Centre,16075,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,11.0,590.0
Vl9yeiqpaUd,Kenya,Bungoma County,Kimilili Sub County,Maeni Ward,Nasusi Dispensary,Nasusi Dispensary,16076,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,400.0
UOKEv02h8eL,Kenya,Kakamega County,Lugari Sub County,Lumakanda Ward,National Youth Service Dispensary (Turbo),National Youth Service Dispensary (Turbo),16077,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,98.0
Rvu6KPuh0ci,Kenya,Nairobi County,Ruaraka Sub County,Utalii Ward,National Youth Service Hq Dispensary (Ruaraka),National Youth Service Hq Dispensary (Ruaraka),13130,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,251.0
ychEKlYTBN7,Kenya,Turkana County,Turkana North Sub County,Lapur Ward,Natoo Dispensary,Natoo Dispensary,18353,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,36.0
ZhUKq5RvX0F,Kenya,Turkana County,Turkana West Sub County,Kalobeyei Ward,Natukobenyo Health Centre,Natukobenyo Health Centre,22215,Refugee Camp,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,1260.0
MPbxqvaEWLa,Kenya,Kakamega County,Navakholo Sub County,Bunyala Central Ward,Navakholo Sub County Hospital,Navakholo Sub County Hospital,16078,hospital,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,8.0,983.0
NxtPmGX4kQD,Kenya,Siaya County,Rarieda Sub County,South Uyoma Ward,Naya Health Centre,Naya Health Centre,13837,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,8.0,226.0
RG4eEDBQ8tm,Kenya,Kiambu County,Limuru Sub County,Limuru East Ward,Nazareth Hospital,Nazareth Hospital,10825,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,536.0
GmnUAmcCmsV,Kenya,Kiambu County,Ruiru Sub County,Biashara Ward,Nazareth Hospital (Ruiru),Nazareth Hospital (Ruiru),17490,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,325.0
ohJAsPklBdW,Kenya,Nakuru County,Naivasha Sub County,Maeilla Ward,Ndabibi Dispensary,Ndabibi Dispensary,15318,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,175.0
cHh1Rq9P5hS,Kenya,Muranga County,Gatanga Sub County,Kariara Ward,Ndakaini Dispensary,Ndakaini Dispensary,10828,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,80.0
YipErGJiLow,Kenya,Bungoma County,Tongaren Sub County,Ndalu Ward,Ndalu Health Centre,Ndalu Health Centre,16079,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,12.0,820.0
nltKVAqijoC,Kenya,Bomet County,Sotik Sub County,Ndanai/Abosi Ward,Ndanai Sub County Hospital,Ndanai Sub County Hospital,15322,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,9.0,1146.0
uAmB8MLWUbq,Kenya,Nyandarua County,Ndaragwa Sub County,Central Ward,Ndaragwa Health Centre,Ndaragwa Health Centre,10829,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,596.0
tDInQwmaCeE,Kenya,Bomet County,Bomet Central Sub County,Ndaraweta Ward,Ndarawetta Health centre,Ndarawetta Health centre,15323,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,267.0
CJn1auuIZAo,Kenya,Kwale County,Kinango Sub County,Ndavaya Ward,Ndavaya Health centre,Ndavaya Health centre,11701,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,172.0
kIkn9YIz4Qj,Kenya,Siaya County,Bondo Sub County,Central Sakwa Ward,Ndeda Dispensary,Ndeda Dispensary,13839,Island in nyangoma Division,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,36.0
Ij7TYWyoNHS,Kenya,Nakuru County,Nakuru North Sub County,Lanet/Umoja Ward,Ndege Dispensary,Ndege Dispensary,20607,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,122.0
W3TSKRwkyvs,Kenya,Migori County,Rongo Sub County,East Kamagambo Ward,Ndege Oriedo Dispensary,Ndege Oriedo Dispensary,17345,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,128.0
ZqF7NG3gANx,Kenya,Kiambu County,Limuru Sub County,Ndeiya Ward,Ndeiya Health Centre,Ndeiya Health Centre,10831,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,545.0
uECirbmK3vj,Kenya,Nyandarua County,Kipipiri Sub County,Wanjohi Ward,Ndemi Health Centre,Ndemi Health Centre,10832,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,164.0
SC7SIKzWGpI,Kenya,Kiambu County,Kiambaa Sub County,Ndenderu Ward,Ndenderu Dispensary,Ndenderu Dispensary,20025,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,42.0
uXkz8Xep2pu,Kenya,Bungoma County,Kanduyi Sub County,Bukembe West Ward,Ndengelwa Dispensary,Ndengelwa Dispensary,21700,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,142.0
BTkvpaSEq55,Kenya,Siaya County,Gem Sub County,North Gem Ward,Ndere Health Centre,Ndere Health Centre,13840,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,184.0
XYDcUKlknf5,Kenya,Homa Bay County,Ndhiwa Sub County,Kanyamwa Kosewe Ward,Ndhiwa Sub County Hospital,Ndhiwa Sub County Hospital,13841,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,27.0,1183.0
PMaCD9epy9o,Kenya,Homa Bay County,Mbita Sub County,Lambwe Ward,Ndhuru Dispensary,Ndhuru Dispensary,13842,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,81.0
gyhJyUbozV4,Kenya,Taita Taveta County,Taveta Sub County,Mata Ward,Ndilidau Dispensary (Jipe),Ndilidau Dispensary (Jipe),11702,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,310.0
DoHbN85NkUa,Kenya,Laikipia County,Laikipia West Sub County,Githiga Ward,Ndindika Health Centre,Ndindika Health Centre,15325,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,514.0
gqskItE0Gka,Kenya,Homa Bay County,Rangwe Sub County,Kagan Ward,Ndiru Level 4 Hospital,Ndiru Level 4 Hospital,13843,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,9.0,359.0
oGlCWuv7jU7,Kenya,Homa Bay County,Ndhiwa Sub County,Kanyamwa Kosewe Ward,Ndisi Dispensary,Ndisi Dispensary,16771,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,141.0
JdqOvfWtH49,Kenya,Migori County,Nyatike Sub County,North Kadem Ward,Ndiwa Dispensary,Ndiwa Dispensary,13844,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,141.0
PxtZobnR8GD,Kenya,Nakuru County,Kuresoi North Sub County,Kiptororo Ward,Ndoinet Dispensary,Ndoinet Dispensary,15326,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,143.0
QYhKgi9NMUr,Kenya,Siaya County,Rarieda Sub County,East Asembo Ward,Ndori Health Centre,Ndori Health Centre,13845,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,310.0
DUoMcSbpU37,Kenya,Taita Taveta County,Voi Sub County,Kaloleni Ward,Ndovu Health Centre,Ndovu Health Centre,11705,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,9.0,737.0
h0a0zgZUPlq,Kenya,Homa Bay County,Rangwe Sub County,West Gem Ward,Nduga Health Centre,Nduga Health Centre,19868,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,83.0
DhheKNTk2Pm,Kenya,Kiambu County,Thika Town Sub County,Ngoliba Ward,Ndula Dispensary,Ndula Dispensary,10837,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,31.0
Ya6GfrMChav,Kenya,Tharaka Nithi County,Muthambi Sub County,Mitheru Ward,Ndumbini Dispensary,Ndumbini Dispensary,20349,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,26.0
IlsLa3XVbDY,Kenya,Machakos County,Kangundo Sub County,Kangundo North Ward,Ndunduni Dispensary,Ndunduni Dispensary,16922,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,149.0
zqmymbY6VTU,Kenya,Nyandarua County,Kinangop Sub County,North Kinangop Ward,Ndunyu Njeru Dispensary,Ndunyu Njeru Dispensary,10840,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,213.0
GBhUzlGBAgx,Kenya,Siaya County,Alego Usonga Sub County,South East Alego Ward,Nduru Dispensary,Nduru Dispensary,16787,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,75.0
AfrL9Cw3W2v,Kenya,Kisii County,South Mugirango Sub County,Bogetenga Ward,Nduru Sub County Referral Hospital,Nduru Sub County Referral Hospital,13847,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,8.0,565.0
B8CJuWmgPgE,Kenya,Kitui County,Kitui Central Sub County,Township Ward,Neema Hospital,Neema Hospital,12641,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,535.0
d6AIsQkSqyc,Kenya,Kiambu County,Ruiru Sub County,Kahawa/Sukari Ward,Neema Hospital (Ruiru),Neema Hospital (Ruiru),18061,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,104.0
hWr7kmALfeT,Kenya,Nakuru County,Njoro Sub County,Nessuit Ward,Neissuit Dispensary,Neissuit Dispensary,15331,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,743.0
mZq9BpNMPFG,Kenya,Embu County,Manyatta Sub County,Gaturi South Ward,Nembure Health Centre,Nembure Health Centre,12642,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,262.0
nl2kqo2gbGi,Kenya,Nakuru County,Nakuru East Sub County,Nakuru East Ward,New Canaan Idp Dispensary,New Canaan Idp Dispensary,19592,operational,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,190.0
kKYdOJ0uRod,Kenya,Nyandarua County,Olkalou Sub County,Karau Ward,New Mawingu Health Centre,New Mawingu Health Centre,10851,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,139.0
xpXgPL892GT,Kenya,Nyandarua County,Olkalou Sub County,Kanjuiri Range Ward,New Tumaini Health Centre,New Tumaini Health Centre,10852,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,311.0
wY8b3t2QsEL,Kenya,Siaya County,Alego Usonga Sub County,South East Alego Ward,Ng'Iya Health Centre,Ng'Iya Health Centre,13852,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,155.0
KRao9pme0zn,Kenya,Bungoma County,Bumula Sub County,West Bukusu Ward,Ng'oli Dispensary,Ng'oli Dispensary,24875,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,93.0
