facility,ward,subcounty,county,MOH_UID,MOH_Indicator_ID,MOH_Indicator_Name,khis_data
Amukura Health Centre,Amukura East Ward,Teso South Sub County,Busia County,L9EJeHLBG1b,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,15
Amukura Health Centre,Amukura East Ward,Teso South Sub County,Busia County,L9EJeHLBG1b,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,18
Amukura Health Centre,Amukura East Ward,Teso South Sub County,Busia County,L9EJeHLBG1b,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,17
Amukura Health Centre,Amukura East Ward,Teso South Sub County,Busia County,L9EJeHLBG1b,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,307
Amukura Health Centre,Amukura East Ward,Teso South Sub County,Busia County,L9EJeHLBG1b,SJL4k6Gl53C,MOH 731 On ART_<1 HV03-028,1
Amukura Health Centre,Amukura East Ward,Teso South Sub County,Busia County,L9EJeHLBG1b,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,17
Amukura Health Centre,Amukura East Ward,Teso South Sub County,Busia County,L9EJeHLBG1b,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,654
Geta Bush Health Centre,Geta Ward,Kipipiri Sub County,Nyandarua County,La4FiUTG0Ed,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,7
Geta Bush Health Centre,Geta Ward,Kipipiri Sub County,Nyandarua County,La4FiUTG0Ed,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,5
Geta Bush Health Centre,Geta Ward,Kipipiri Sub County,Nyandarua County,La4FiUTG0Ed,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,4
Geta Bush Health Centre,Geta Ward,Kipipiri Sub County,Nyandarua County,La4FiUTG0Ed,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,3
Geta Bush Health Centre,Geta Ward,Kipipiri Sub County,Nyandarua County,La4FiUTG0Ed,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,2
Geta Bush Health Centre,Geta Ward,Kipipiri Sub County,Nyandarua County,La4FiUTG0Ed,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,40
Geta Bush Health Centre,Geta Ward,Kipipiri Sub County,Nyandarua County,La4FiUTG0Ed,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,3
Geta Bush Health Centre,Geta Ward,Kipipiri Sub County,Nyandarua County,La4FiUTG0Ed,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,98
Kaikor Health Centre,Kibish Ward,Kibish Sub County,Turkana County,LBDUxvoZSdI,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,2
Kaikor Health Centre,Kibish Ward,Kibish Sub County,Turkana County,LBDUxvoZSdI,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,1
Kaikor Health Centre,Kibish Ward,Kibish Sub County,Turkana County,LBDUxvoZSdI,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Kaikor Health Centre,Kibish Ward,Kibish Sub County,Turkana County,LBDUxvoZSdI,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,9
Kaikor Health Centre,Kibish Ward,Kibish Sub County,Turkana County,LBDUxvoZSdI,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,10
Kaikor Health Centre,Kibish Ward,Kibish Sub County,Turkana County,LBDUxvoZSdI,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,16
Kafuduni Dispensary,Mwavumbo Ward,Kinango Sub County,Kwale County,Lbmua1AMw7d,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,2
Kafuduni Dispensary,Mwavumbo Ward,Kinango Sub County,Kwale County,Lbmua1AMw7d,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,13
Kafuduni Dispensary,Mwavumbo Ward,Kinango Sub County,Kwale County,Lbmua1AMw7d,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,4
Kafuduni Dispensary,Mwavumbo Ward,Kinango Sub County,Kwale County,Lbmua1AMw7d,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,45
Chemaner Health Centre (Bomet),Chemaner Ward,Bomet East Sub County,Bomet County,lbpglStu7o6,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Chemaner Health Centre (Bomet),Chemaner Ward,Bomet East Sub County,Bomet County,lbpglStu7o6,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,2
Chemaner Health Centre (Bomet),Chemaner Ward,Bomet East Sub County,Bomet County,lbpglStu7o6,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Chemaner Health Centre (Bomet),Chemaner Ward,Bomet East Sub County,Bomet County,lbpglStu7o6,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,19
Chemaner Health Centre (Bomet),Chemaner Ward,Bomet East Sub County,Bomet County,lbpglStu7o6,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,5
Chemaner Health Centre (Bomet),Chemaner Ward,Bomet East Sub County,Bomet County,lbpglStu7o6,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,40
Majengo Dispensary,Lumakanda Ward,Lugari Sub County,Kakamega County,lbpwWBn36iE,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,5
Majengo Dispensary,Lumakanda Ward,Lugari Sub County,Kakamega County,lbpwWBn36iE,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,2
Majengo Dispensary,Lumakanda Ward,Lugari Sub County,Kakamega County,lbpwWBn36iE,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,8
Majengo Dispensary,Lumakanda Ward,Lugari Sub County,Kakamega County,lbpwWBn36iE,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,3
Majengo Dispensary,Lumakanda Ward,Lugari Sub County,Kakamega County,lbpwWBn36iE,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,32
Entasopia Health Centre,Magadi Ward,Kajiado West Sub County,Kajiado County,lC6sEfdURfO,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Entasopia Health Centre,Magadi Ward,Kajiado West Sub County,Kajiado County,lC6sEfdURfO,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,6
Entasopia Health Centre,Magadi Ward,Kajiado West Sub County,Kajiado County,lC6sEfdURfO,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,1
Entasopia Health Centre,Magadi Ward,Kajiado West Sub County,Kajiado County,lC6sEfdURfO,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,2
Entasopia Health Centre,Magadi Ward,Kajiado West Sub County,Kajiado County,lC6sEfdURfO,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,55
Entasopia Health Centre,Magadi Ward,Kajiado West Sub County,Kajiado County,lC6sEfdURfO,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,6
Entasopia Health Centre,Magadi Ward,Kajiado West Sub County,Kajiado County,lC6sEfdURfO,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,14
Ganda Dispensary,Ganda Ward,Malindi Sub County,Kilifi County,LcbKtIpSxFP,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,3
Ganda Dispensary,Ganda Ward,Malindi Sub County,Kilifi County,LcbKtIpSxFP,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Ganda Dispensary,Ganda Ward,Malindi Sub County,Kilifi County,LcbKtIpSxFP,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,2
Ganda Dispensary,Ganda Ward,Malindi Sub County,Kilifi County,LcbKtIpSxFP,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,3
Ganda Dispensary,Ganda Ward,Malindi Sub County,Kilifi County,LcbKtIpSxFP,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,4
Ganda Dispensary,Ganda Ward,Malindi Sub County,Kilifi County,LcbKtIpSxFP,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Ganda Dispensary,Ganda Ward,Malindi Sub County,Kilifi County,LcbKtIpSxFP,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,26
Ganda Dispensary,Ganda Ward,Malindi Sub County,Kilifi County,LcbKtIpSxFP,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,12
Ganda Dispensary,Ganda Ward,Malindi Sub County,Kilifi County,LcbKtIpSxFP,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,107
Kayaya Dispensary,Matulo Ward,Webuye West Sub County,Bungoma County,lCVPvilzEK3,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,3
Kayaya Dispensary,Matulo Ward,Webuye West Sub County,Bungoma County,lCVPvilzEK3,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,2
Kayaya Dispensary,Matulo Ward,Webuye West Sub County,Bungoma County,lCVPvilzEK3,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,3
Kayaya Dispensary,Matulo Ward,Webuye West Sub County,Bungoma County,lCVPvilzEK3,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,2
Kayaya Dispensary,Matulo Ward,Webuye West Sub County,Bungoma County,lCVPvilzEK3,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,18
Subuku Dispensary (Nyandarua North),Central Ward,Ndaragwa Sub County,Nyandarua County,ldTs7l4tu6V,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Subuku Dispensary (Nyandarua North),Central Ward,Ndaragwa Sub County,Nyandarua County,ldTs7l4tu6V,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,3
Subuku Dispensary (Nyandarua North),Central Ward,Ndaragwa Sub County,Nyandarua County,ldTs7l4tu6V,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
Subuku Dispensary (Nyandarua North),Central Ward,Ndaragwa Sub County,Nyandarua County,ldTs7l4tu6V,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Subuku Dispensary (Nyandarua North),Central Ward,Ndaragwa Sub County,Nyandarua County,ldTs7l4tu6V,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,3
Subuku Dispensary (Nyandarua North),Central Ward,Ndaragwa Sub County,Nyandarua County,ldTs7l4tu6V,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,15
Subuku Dispensary (Nyandarua North),Central Ward,Ndaragwa Sub County,Nyandarua County,ldTs7l4tu6V,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,1
Subuku Dispensary (Nyandarua North),Central Ward,Ndaragwa Sub County,Nyandarua County,ldTs7l4tu6V,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,34
Wamunyu Health Centre,Wamunyu Ward,Mwala Sub County,Machakos County,lDwCRAzs0hC,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,14
Wamunyu Health Centre,Wamunyu Ward,Mwala Sub County,Machakos County,lDwCRAzs0hC,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,8
Wamunyu Health Centre,Wamunyu Ward,Mwala Sub County,Machakos County,lDwCRAzs0hC,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,16
Wamunyu Health Centre,Wamunyu Ward,Mwala Sub County,Machakos County,lDwCRAzs0hC,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,17
Wamunyu Health Centre,Wamunyu Ward,Mwala Sub County,Machakos County,lDwCRAzs0hC,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,11
Wamunyu Health Centre,Wamunyu Ward,Mwala Sub County,Machakos County,lDwCRAzs0hC,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,12
Wamunyu Health Centre,Wamunyu Ward,Mwala Sub County,Machakos County,lDwCRAzs0hC,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,135
Wamunyu Health Centre,Wamunyu Ward,Mwala Sub County,Machakos County,lDwCRAzs0hC,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,15
Wamunyu Health Centre,Wamunyu Ward,Mwala Sub County,Machakos County,lDwCRAzs0hC,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,332
Givudimbuli Health Centre,Wodanga Ward,Sabatia Sub County,Vihiga County,LeATvvxVKcP,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,11
Givudimbuli Health Centre,Wodanga Ward,Sabatia Sub County,Vihiga County,LeATvvxVKcP,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Givudimbuli Health Centre,Wodanga Ward,Sabatia Sub County,Vihiga County,LeATvvxVKcP,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,10
Givudimbuli Health Centre,Wodanga Ward,Sabatia Sub County,Vihiga County,LeATvvxVKcP,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,2
Givudimbuli Health Centre,Wodanga Ward,Sabatia Sub County,Vihiga County,LeATvvxVKcP,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,5
Givudimbuli Health Centre,Wodanga Ward,Sabatia Sub County,Vihiga County,LeATvvxVKcP,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,2
Givudimbuli Health Centre,Wodanga Ward,Sabatia Sub County,Vihiga County,LeATvvxVKcP,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,58
Givudimbuli Health Centre,Wodanga Ward,Sabatia Sub County,Vihiga County,LeATvvxVKcP,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,8
Givudimbuli Health Centre,Wodanga Ward,Sabatia Sub County,Vihiga County,LeATvvxVKcP,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,120
Omiro Dispensary,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,leauT4PYfDm,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,8
Omiro Dispensary,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,leauT4PYfDm,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,5
Omiro Dispensary,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,leauT4PYfDm,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,17
Omiro Dispensary,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,leauT4PYfDm,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,4
Omiro Dispensary,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,leauT4PYfDm,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,11
Omiro Dispensary,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,leauT4PYfDm,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,7
Omiro Dispensary,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,leauT4PYfDm,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,77
Omiro Dispensary,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,leauT4PYfDm,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,10
Omiro Dispensary,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County,leauT4PYfDm,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,196
Ngeri Dispensary,Kaksingiri West Ward,Suba South Sub County,Homa Bay County,Leb942gNGeK,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,11
Ngeri Dispensary,Kaksingiri West Ward,Suba South Sub County,Homa Bay County,Leb942gNGeK,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,4
Ngeri Dispensary,Kaksingiri West Ward,Suba South Sub County,Homa Bay County,Leb942gNGeK,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,32
Ngeri Dispensary,Kaksingiri West Ward,Suba South Sub County,Homa Bay County,Leb942gNGeK,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,10
Ngeri Dispensary,Kaksingiri West Ward,Suba South Sub County,Homa Bay County,Leb942gNGeK,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,7
Ngeri Dispensary,Kaksingiri West Ward,Suba South Sub County,Homa Bay County,Leb942gNGeK,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,2
Ngeri Dispensary,Kaksingiri West Ward,Suba South Sub County,Homa Bay County,Leb942gNGeK,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,124
Ngeri Dispensary,Kaksingiri West Ward,Suba South Sub County,Homa Bay County,Leb942gNGeK,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,15
Ngeri Dispensary,Kaksingiri West Ward,Suba South Sub County,Homa Bay County,Leb942gNGeK,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,244
Silibwet Dispensary (Bomet),Silibwet Township Ward,Bomet Central Sub County,Bomet County,LeiEBPdQtoW,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,6
Silibwet Dispensary (Bomet),Silibwet Township Ward,Bomet Central Sub County,Bomet County,LeiEBPdQtoW,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Silibwet Dispensary (Bomet),Silibwet Township Ward,Bomet Central Sub County,Bomet County,LeiEBPdQtoW,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,5
Silibwet Dispensary (Bomet),Silibwet Township Ward,Bomet Central Sub County,Bomet County,LeiEBPdQtoW,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,5
Silibwet Dispensary (Bomet),Silibwet Township Ward,Bomet Central Sub County,Bomet County,LeiEBPdQtoW,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,5
Silibwet Dispensary (Bomet),Silibwet Township Ward,Bomet Central Sub County,Bomet County,LeiEBPdQtoW,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,3
Silibwet Dispensary (Bomet),Silibwet Township Ward,Bomet Central Sub County,Bomet County,LeiEBPdQtoW,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,63
Silibwet Dispensary (Bomet),Silibwet Township Ward,Bomet Central Sub County,Bomet County,LeiEBPdQtoW,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,9
Silibwet Dispensary (Bomet),Silibwet Township Ward,Bomet Central Sub County,Bomet County,LeiEBPdQtoW,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,159
Akichelesit Dispensary,Ang'urai South Ward,Teso North Sub County,Busia County,les3bNZfpjr,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,1
Akichelesit Dispensary,Ang'urai South Ward,Teso North Sub County,Busia County,les3bNZfpjr,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
Akichelesit Dispensary,Ang'urai South Ward,Teso North Sub County,Busia County,les3bNZfpjr,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,4
Akichelesit Dispensary,Ang'urai South Ward,Teso North Sub County,Busia County,les3bNZfpjr,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,16
NYS Dispensary (Suba),Ruma-kaksingiri East Ward,Suba South Sub County,Homa Bay County,LeWKlp6SUMQ,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,5
NYS Dispensary (Suba),Ruma-kaksingiri East Ward,Suba South Sub County,Homa Bay County,LeWKlp6SUMQ,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,2
NYS Dispensary (Suba),Ruma-kaksingiri East Ward,Suba South Sub County,Homa Bay County,LeWKlp6SUMQ,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,9
NYS Dispensary (Suba),Ruma-kaksingiri East Ward,Suba South Sub County,Homa Bay County,LeWKlp6SUMQ,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
NYS Dispensary (Suba),Ruma-kaksingiri East Ward,Suba South Sub County,Homa Bay County,LeWKlp6SUMQ,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
NYS Dispensary (Suba),Ruma-kaksingiri East Ward,Suba South Sub County,Homa Bay County,LeWKlp6SUMQ,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,30
NYS Dispensary (Suba),Ruma-kaksingiri East Ward,Suba South Sub County,Homa Bay County,LeWKlp6SUMQ,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,5
NYS Dispensary (Suba),Ruma-kaksingiri East Ward,Suba South Sub County,Homa Bay County,LeWKlp6SUMQ,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,51
Ngere Health Centre,East Kamagambo Ward,Rongo Sub County,Migori County,leXuCmyYwWX,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,6
Ngere Health Centre,East Kamagambo Ward,Rongo Sub County,Migori County,leXuCmyYwWX,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,6
Ngere Health Centre,East Kamagambo Ward,Rongo Sub County,Migori County,leXuCmyYwWX,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,42
Ngere Health Centre,East Kamagambo Ward,Rongo Sub County,Migori County,leXuCmyYwWX,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,8
Ngere Health Centre,East Kamagambo Ward,Rongo Sub County,Migori County,leXuCmyYwWX,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,13
Ngere Health Centre,East Kamagambo Ward,Rongo Sub County,Migori County,leXuCmyYwWX,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,6
Ngere Health Centre,East Kamagambo Ward,Rongo Sub County,Migori County,leXuCmyYwWX,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,143
Ngere Health Centre,East Kamagambo Ward,Rongo Sub County,Migori County,leXuCmyYwWX,SJL4k6Gl53C,MOH 731 On ART_<1 HV03-028,1
Ngere Health Centre,East Kamagambo Ward,Rongo Sub County,Migori County,leXuCmyYwWX,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,16
Ngere Health Centre,East Kamagambo Ward,Rongo Sub County,Migori County,leXuCmyYwWX,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,358
Tisinye Health Centre,Gokeharaka/Getambwega Ward,Kuria East Sub County,Migori County,LFBf0WwBzaX,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,2
Tisinye Health Centre,Gokeharaka/Getambwega Ward,Kuria East Sub County,Migori County,LFBf0WwBzaX,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,12
Tisinye Health Centre,Gokeharaka/Getambwega Ward,Kuria East Sub County,Migori County,LFBf0WwBzaX,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,2
Tisinye Health Centre,Gokeharaka/Getambwega Ward,Kuria East Sub County,Migori County,LFBf0WwBzaX,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,2
Tisinye Health Centre,Gokeharaka/Getambwega Ward,Kuria East Sub County,Migori County,LFBf0WwBzaX,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,3
Tisinye Health Centre,Gokeharaka/Getambwega Ward,Kuria East Sub County,Migori County,LFBf0WwBzaX,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,30
Tisinye Health Centre,Gokeharaka/Getambwega Ward,Kuria East Sub County,Migori County,LFBf0WwBzaX,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,5
Tisinye Health Centre,Gokeharaka/Getambwega Ward,Kuria East Sub County,Migori County,LFBf0WwBzaX,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,84
Anding'o Opanga Dispensary,West Nyakach Ward,Nyakach Sub County,Kisumu County,lfs5qignpT4,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,3
Anding'o Opanga Dispensary,West Nyakach Ward,Nyakach Sub County,Kisumu County,lfs5qignpT4,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Anding'o Opanga Dispensary,West Nyakach Ward,Nyakach Sub County,Kisumu County,lfs5qignpT4,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,6
Anding'o Opanga Dispensary,West Nyakach Ward,Nyakach Sub County,Kisumu County,lfs5qignpT4,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,10
Anding'o Opanga Dispensary,West Nyakach Ward,Nyakach Sub County,Kisumu County,lfs5qignpT4,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,2
Anding'o Opanga Dispensary,West Nyakach Ward,Nyakach Sub County,Kisumu County,lfs5qignpT4,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,10
Anding'o Opanga Dispensary,West Nyakach Ward,Nyakach Sub County,Kisumu County,lfs5qignpT4,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,55
Anding'o Opanga Dispensary,West Nyakach Ward,Nyakach Sub County,Kisumu County,lfs5qignpT4,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,11
Anding'o Opanga Dispensary,West Nyakach Ward,Nyakach Sub County,Kisumu County,lfs5qignpT4,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,170
Bugamangi Dispensary,Central Maragoli Ward,Vihiga Sub County,Vihiga County,LFwsHgAoh20,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Bugamangi Dispensary,Central Maragoli Ward,Vihiga Sub County,Vihiga County,LFwsHgAoh20,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Bugamangi Dispensary,Central Maragoli Ward,Vihiga Sub County,Vihiga County,LFwsHgAoh20,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,3
Bugamangi Dispensary,Central Maragoli Ward,Vihiga Sub County,Vihiga County,LFwsHgAoh20,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Bugamangi Dispensary,Central Maragoli Ward,Vihiga Sub County,Vihiga County,LFwsHgAoh20,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,2
Bugamangi Dispensary,Central Maragoli Ward,Vihiga Sub County,Vihiga County,LFwsHgAoh20,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,27
Bugamangi Dispensary,Central Maragoli Ward,Vihiga Sub County,Vihiga County,LFwsHgAoh20,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,3
Bugamangi Dispensary,Central Maragoli Ward,Vihiga Sub County,Vihiga County,LFwsHgAoh20,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,56
K-Met Corkran Medical Clinic,Railways Ward,Kisumu Central Sub County,Kisumu County,lFZ0yIDgUyJ,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,5
K-Met Corkran Medical Clinic,Railways Ward,Kisumu Central Sub County,Kisumu County,lFZ0yIDgUyJ,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
K-Met Corkran Medical Clinic,Railways Ward,Kisumu Central Sub County,Kisumu County,lFZ0yIDgUyJ,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,3
